GravityOffenceID,CrimeMajorHeadID,CaseCategoryID,accused_count,victim_count,month_registered,resolution_probability
2,4,1,4,3,10,0.42
2,4,2,3,1,2,0.5
2,4,1,4,3,7,0.49
2,4,1,3,1,8,0.46
2,4,2,4,2,3,0.56
2,4,1,4,3,3,0.5
2,4,1,3,1,12,0.5
2,4,1,1,2,5,0.48
2,4,1,1,3,7,0.53
2,4,1,2,3,4,0.44
2,4,3,4,1,3,0.49
2,4,1,4,1,1,0.51
2,4,1,4,1,2,0.48
2,4,1,2,2,2,0.55
2,4,1,4,1,8,0.55
2,4,2,3,1,4,0.42
2,4,3,2,2,7,0.54
2,4,1,2,1,2,0.49
2,4,2,1,1,11,0.44
2,4,1,2,2,7,0.56
2,4,2,3,1,12,0.51
2,4,1,2,2,6,0.5
2,4,2,4,2,10,0.45
2,4,1,4,1,12,0.53
2,4,1,4,1,12,0.46
2,4,1,2,3,8,0.45
2,4,1,2,2,9,0.56
2,4,1,1,1,9,0.44
2,4,1,1,1,4,0.43
2,4,1,3,2,2,0.45
2,4,4,1,1,10,0.52
2,4,1,4,1,1,0.46
1,3,1,2,1,7,0.92
1,3,1,4,2,6,0.81
1,3,2,1,1,3,0.91
1,3,1,2,2,8,0.85
1,3,3,3,3,10,0.78
1,3,1,2,1,9,0.83
1,3,1,4,2,12,0.9
1,3,3,3,1,2,0.79
1,3,1,2,2,9,0.87
1,3,3,2,1,7,0.79
1,3,1,2,1,2,0.78
1,3,4,4,3,2,0.86
1,3,2,4,1,4,0.83
1,3,1,1,3,4,0.92
1,3,3,3,1,5,0.89
1,3,1,1,2,10,0.78
1,3,1,3,3,6,0.81
1,3,1,1,2,10,0.91
1,3,1,1,2,4,0.83
1,3,1,2,1,5,0.8
1,3,1,2,1,7,0.9
1,3,1,3,1,12,0.89
1,3,1,4,1,2,0.81
1,3,1,1,1,10,0.9
1,3,1,3,2,6,0.87
1,3,1,3,1,9,0.91
1,3,2,3,1,1,0.9
1,3,1,4,3,12,0.8
1,3,2,2,2,10,0.88
1,3,1,4,1,11,0.8
1,3,1,3,3,2,0.87
1,3,1,1,2,10,0.83
1,3,1,4,1,3,0.83
1,3,1,3,1,7,0.79
1,3,1,2,2,7,0.83
1,3,1,3,1,12,0.82
1,3,1,1,2,1,0.86
1,3,4,3,1,7,0.86
1,3,1,1,1,9,0.86
1,3,1,3,1,7,0.83
1,3,1,1,1,10,0.84
1,3,3,2,1,6,0.86
1,3,1,1,2,2,0.85
1,3,1,4,1,8,0.9
1,3,1,3,2,3,0.84
1,3,1,2,2,4,0.81
1,3,1,4,1,6,0.85
1,3,1,1,1,4,0.88
1,3,1,3,1,12,0.8
1,3,3,4,1,4,0.84
1,3,1,4,1,2,0.92
1,3,1,4,1,3,0.84
1,3,1,1,2,8,0.87
1,3,1,3,1,2,0.82
1,3,2,2,1,12,0.86
1,3,1,1,1,12,0.83
1,3,2,1,1,12,0.84
1,3,1,1,2,4,0.88
1,3,3,3,1,3,0.92
1,3,1,3,3,7,0.92
1,3,1,2,1,8,0.82
1,3,1,2,1,10,0.91
1,3,1,4,2,11,0.85
1,3,1,3,2,10,0.89
1,3,1,3,1,2,0.92
1,3,1,1,2,6,0.91
1,3,1,3,2,1,0.92
1,3,1,4,3,9,0.81
1,3,1,4,1,3,0.78
1,3,1,1,1,11,0.9
1,3,1,2,1,8,0.81
1,3,1,2,2,1,0.84
1,3,1,1,1,1,0.78
1,3,1,1,1,2,0.91
1,3,2,1,2,11,0.83
1,3,1,3,2,3,0.84
1,3,1,3,3,5,0.81
1,3,2,4,2,12,0.92
1,3,1,2,2,10,0.85
1,3,1,3,1,7,0.79
1,3,1,4,1,3,0.78
1,3,1,3,2,12,0.9
1,3,1,4,3,6,0.85
1,3,1,1,1,6,0.78
1,3,4,1,2,10,0.88
1,3,1,1,1,6,0.86
1,3,1,2,1,3,0.88
1,3,1,1,3,12,0.78
1,3,1,3,2,11,0.79
1,3,1,3,2,3,0.84
1,3,1,3,1,1,0.9
1,3,1,2,3,4,0.87
1,3,1,1,2,10,0.82
1,3,1,1,1,8,0.89
1,3,1,4,1,6,0.87
1,3,1,1,3,11,0.86
1,3,1,2,1,4,0.83
1,3,1,3,1,9,0.79
1,3,1,3,1,10,0.86
1,3,2,2,1,8,0.88
1,3,1,2,1,10,0.85
1,3,1,2,1,6,0.84
1,3,2,1,1,7,0.9
1,3,1,2,1,11,0.84
1,3,1,3,3,12,0.88
1,3,1,4,3,2,0.89
1,3,1,1,1,8,0.9
1,3,1,4,2,10,0.79
1,3,1,1,2,9,0.83
1,3,1,2,1,12,0.9
1,3,1,4,3,8,0.85
1,3,1,4,1,1,0.87
1,3,2,3,2,12,0.78
1,3,2,2,1,4,0.87
1,3,1,2,1,6,0.78
1,3,1,1,1,2,0.9
1,3,4,2,2,6,0.83
1,3,1,3,1,5,0.79
1,3,3,1,1,11,0.89
1,3,1,2,3,12,0.82
1,3,2,4,1,7,0.92
1,3,2,3,1,5,0.83
1,3,4,2,1,9,0.8
1,3,1,3,2,5,0.83
1,3,4,1,2,9,0.78
1,3,1,4,1,3,0.88
1,3,1,2,1,9,0.88
1,3,1,4,1,9,0.88
1,3,1,4,3,6,0.92
1,3,1,1,1,9,0.87
1,3,1,1,2,5,0.92
1,3,3,1,1,9,0.82
1,3,1,2,2,11,0.82
1,3,2,1,3,3,0.89
1,3,1,2,1,3,0.91
1,3,1,2,1,5,0.84
1,3,1,4,2,5,0.86
1,3,4,1,1,11,0.8
1,3,2,2,2,5,0.84
1,3,2,4,2,5,0.83
1,3,1,3,3,10,0.86
1,3,1,4,2,3,0.83
1,3,2,3,3,11,0.9
1,3,1,4,2,5,0.87
1,3,1,3,1,3,0.91
1,3,1,4,2,9,0.92
1,3,1,2,3,12,0.8
1,3,1,4,3,12,0.88
1,3,1,4,2,6,0.81
1,3,1,3,2,10,0.92
2,14,1,1,1,5,0.55
2,14,1,2,1,7,0.48
2,14,1,1,1,11,0.53
2,14,1,3,2,7,0.42
2,14,2,2,1,9,0.53
2,14,2,4,2,7,0.43
2,14,1,1,1,9,0.52
2,14,1,3,2,11,0.49
2,14,1,2,1,8,0.42
2,14,2,1,2,9,0.45
2,14,1,4,1,4,0.55
2,14,3,2,1,1,0.45
2,14,1,1,1,2,0.51
2,14,4,4,1,6,0.54
2,14,2,4,1,2,0.43
2,14,1,4,2,1,0.46
2,14,2,4,1,12,0.45
2,14,1,1,1,11,0.44
2,14,1,1,1,11,0.44
2,14,1,1,2,7,0.55
2,14,1,4,1,12,0.45
2,14,1,3,3,9,0.46
2,14,4,2,1,10,0.54
2,14,3,1,3,6,0.55
2,14,1,3,2,5,0.49
2,14,1,4,2,2,0.46
2,14,1,1,2,7,0.46
2,14,1,1,2,11,0.52
2,14,1,3,1,9,0.48
2,14,1,3,1,4,0.54
2,14,1,1,1,1,0.55
2,14,1,3,2,1,0.5
2,14,1,1,1,4,0.55
2,14,1,1,1,2,0.51
2,14,1,4,1,7,0.45
2,14,1,2,3,8,0.45
2,14,2,4,1,12,0.53
2,14,3,4,3,9,0.52
2,14,1,4,1,10,0.42
2,14,4,4,1,2,0.54
2,14,2,4,1,5,0.48
2,14,1,4,2,6,0.49
2,14,1,3,1,7,0.43
2,14,1,1,3,11,0.44
2,14,1,4,1,2,0.47
2,14,3,4,2,9,0.5
2,14,1,4,2,8,0.52
2,14,3,2,1,2,0.42
2,14,1,1,1,5,0.44
2,14,1,4,2,6,0.47
2,14,1,1,1,12,0.52
2,14,1,1,1,6,0.42
2,14,3,1,3,1,0.55
2,14,1,1,1,3,0.51
2,14,1,2,1,10,0.5
2,14,2,1,1,5,0.5
2,14,1,4,1,1,0.43
2,14,1,3,1,11,0.52
2,14,1,1,3,9,0.43
2,14,1,4,1,11,0.51
2,14,1,3,1,10,0.48
2,14,1,1,3,2,0.49
2,14,1,2,2,6,0.52
2,14,1,2,2,5,0.43
2,14,1,4,1,5,0.42
2,14,1,2,1,4,0.42
2,14,3,4,3,7,0.43
2,14,1,3,1,8,0.49
2,14,2,4,1,4,0.42
2,14,3,2,2,7,0.56
2,14,1,4,3,10,0.48
2,14,1,1,1,6,0.51
2,14,1,3,1,5,0.55
2,14,2,4,1,11,0.5
2,14,1,1,2,5,0.49
2,14,1,3,2,3,0.47
2,14,1,2,2,1,0.51
2,14,1,1,2,5,0.56
2,14,1,4,1,12,0.56
2,14,1,3,1,12,0.53
2,14,1,4,1,6,0.45
2,14,2,1,3,2,0.48
2,14,1,1,2,12,0.55
2,14,1,2,1,5,0.51
2,14,1,2,1,5,0.53
2,14,2,4,2,7,0.53
2,14,1,1,1,3,0.52
2,14,3,1,1,11,0.47
2,14,1,2,2,1,0.44
2,14,3,2,1,7,0.46
2,14,1,3,2,10,0.43
2,14,1,3,3,7,0.54
2,14,1,2,1,1,0.56
2,14,1,3,1,4,0.56
2,14,1,1,1,8,0.54
2,14,1,2,1,7,0.51
2,14,1,4,2,10,0.54
2,14,4,3,1,6,0.45
2,14,1,3,1,7,0.43
2,14,3,2,2,9,0.51
2,14,1,4,1,3,0.42
2,14,3,4,1,12,0.44
2,14,4,4,2,7,0.51
2,14,2,4,3,6,0.56
2,14,1,2,2,2,0.49
2,14,1,3,1,4,0.55
2,14,2,1,2,2,0.48
2,14,1,4,1,9,0.5
2,14,2,1,2,5,0.51
2,14,1,2,1,4,0.55
2,14,1,1,3,10,0.52
2,14,1,3,3,12,0.46
2,14,1,3,1,12,0.48
2,14,1,2,1,6,0.51
2,14,1,4,1,6,0.44
2,14,3,3,2,9,0.47
2,14,1,3,1,1,0.44
2,14,2,1,2,8,0.52
2,14,1,1,1,7,0.56
2,14,1,4,1,12,0.46
2,14,1,4,1,4,0.46
2,14,2,1,1,3,0.42
2,14,1,4,1,8,0.47
2,14,1,1,2,9,0.56
2,14,1,3,1,7,0.47
2,14,1,4,1,7,0.42
2,14,1,2,2,3,0.44
2,14,1,1,1,5,0.52
2,14,1,2,1,6,0.51
2,14,2,1,3,6,0.46
2,14,1,2,3,5,0.56
2,14,1,3,1,8,0.46
2,14,3,2,1,8,0.46
2,14,2,1,3,1,0.48
2,14,1,4,2,11,0.56
2,14,1,4,2,7,0.49
2,14,2,4,1,11,0.54
2,14,1,4,2,10,0.48
2,14,1,2,3,3,0.51
2,14,3,2,2,3,0.49
2,14,1,3,2,8,0.44
2,14,1,4,2,10,0.51
2,14,1,4,1,10,0.49
2,14,1,2,1,5,0.43
2,14,2,3,2,12,0.53
2,14,1,2,1,8,0.44
2,14,1,2,1,4,0.5
2,14,3,4,2,3,0.51
2,14,1,2,1,8,0.55
2,14,1,3,2,10,0.43
2,4,2,3,1,2,0.52
2,4,4,4,3,10,0.48
2,4,1,2,1,4,0.43
2,4,1,4,1,2,0.5
2,4,4,2,1,2,0.43
2,4,4,4,1,6,0.51
2,4,3,1,2,3,0.48
2,4,1,4,2,7,0.53
2,4,1,1,1,12,0.44
2,4,1,2,1,6,0.52
2,4,1,1,2,4,0.48
2,4,1,3,2,8,0.52
2,4,4,4,2,4,0.52
2,4,1,1,3,5,0.44
2,4,1,3,1,1,0.47
2,4,2,4,1,4,0.52
2,4,1,4,1,2,0.47
2,4,1,3,2,1,0.49
2,4,2,2,1,11,0.53
2,4,4,1,1,7,0.47
2,4,1,2,1,3,0.46
2,4,2,3,1,10,0.47
2,4,1,4,2,12,0.52
2,4,1,2,1,10,0.42
2,4,1,2,2,8,0.44
2,4,2,4,3,1,0.51
2,4,3,3,1,1,0.48
2,4,2,4,2,10,0.5
2,4,1,1,1,8,0.51
2,4,2,1,1,12,0.48
2,4,1,2,1,1,0.47
2,4,1,1,1,11,0.47
2,4,2,3,3,9,0.44
2,4,1,1,1,8,0.5
2,4,1,2,2,12,0.55
2,4,3,3,1,6,0.5
2,4,2,4,1,7,0.52
2,4,2,1,1,9,0.54
2,4,1,3,1,2,0.42
2,4,2,1,2,12,0.55
2,4,1,3,1,10,0.49
2,4,1,4,1,11,0.47
2,4,1,1,1,9,0.52
2,4,1,1,1,9,0.44
2,4,2,4,1,11,0.47
2,4,2,3,2,4,0.45
2,4,1,3,3,11,0.43
2,4,1,3,2,6,0.42
2,4,3,4,1,4,0.51
2,4,1,4,1,7,0.54
2,4,1,3,3,10,0.44
2,4,1,2,2,2,0.44
2,4,1,4,3,3,0.44
2,4,1,4,2,1,0.49
2,4,2,3,1,11,0.44
2,4,1,3,2,4,0.49
2,4,3,2,1,5,0.46
2,4,1,4,2,4,0.44
2,4,1,2,1,8,0.44
2,4,3,1,1,7,0.43
2,4,2,2,1,12,0.48
2,4,1,3,1,3,0.49
2,4,1,3,2,12,0.46
2,4,3,4,2,3,0.56
2,4,1,4,2,7,0.45
2,4,1,2,3,5,0.55
2,4,2,3,1,7,0.46
2,4,1,2,1,7,0.42
2,4,1,1,1,10,0.47
2,4,1,1,3,12,0.49
2,4,1,3,2,2,0.48
2,4,1,4,3,9,0.53
2,4,2,2,1,7,0.45
2,4,1,3,1,5,0.56
2,4,4,3,2,5,0.48
2,4,1,1,2,1,0.44
2,4,1,2,1,2,0.54
2,4,2,1,1,6,0.56
2,4,1,3,2,8,0.5
2,4,1,4,3,4,0.47
2,4,2,4,2,9,0.52
2,4,1,3,1,10,0.53
2,4,2,3,1,8,0.46
2,4,1,1,1,2,0.55
2,4,1,2,1,5,0.54
2,4,1,3,2,12,0.42
2,4,2,1,1,6,0.43
2,4,1,4,2,10,0.55
2,4,1,2,1,12,0.42
2,4,1,3,1,9,0.52
2,4,1,4,1,10,0.43
2,4,1,1,3,2,0.47
2,4,1,3,2,2,0.44
2,4,1,2,3,3,0.46
2,4,4,3,1,9,0.47
2,4,1,4,3,9,0.5
2,4,1,1,2,2,0.46
2,4,1,1,1,10,0.42
2,4,3,3,2,5,0.49
2,4,1,1,2,6,0.52
2,4,2,2,1,6,0.53
2,4,1,1,1,4,0.54
2,4,1,1,1,12,0.54
2,4,1,3,2,10,0.51
2,4,1,2,1,11,0.51
2,4,2,2,2,12,0.51
2,4,1,3,1,2,0.53
2,4,2,1,1,1,0.43
2,4,1,4,2,9,0.42
2,4,1,1,1,5,0.47
2,4,4,2,1,12,0.45
2,4,1,1,3,8,0.53
2,4,3,2,2,9,0.47
2,4,1,1,1,11,0.44
2,4,1,4,1,4,0.44
2,4,2,2,2,9,0.52
2,4,1,1,3,9,0.52
2,4,1,3,2,3,0.42
2,4,1,3,1,10,0.47
2,4,1,2,3,10,0.44
2,4,2,1,1,2,0.52
2,4,1,4,3,7,0.56
2,4,1,4,1,11,0.48
2,4,2,1,1,3,0.45
2,4,1,2,2,11,0.55
2,4,1,3,1,11,0.43
2,4,1,4,3,6,0.42
2,4,1,4,2,2,0.54
2,4,1,4,1,7,0.44
2,4,3,4,1,8,0.42
2,4,1,3,1,6,0.55
2,4,1,1,1,6,0.56
2,4,1,2,1,9,0.48
2,4,1,2,2,5,0.5
2,4,1,1,1,12,0.42
2,4,2,3,2,7,0.52
2,4,1,3,2,3,0.5
2,4,1,2,3,4,0.54
2,4,4,2,1,11,0.46
2,4,1,4,1,3,0.46
2,4,2,4,1,8,0.42
2,4,2,3,1,4,0.51
2,4,1,3,1,12,0.53
2,4,3,4,2,9,0.54
2,4,1,1,2,5,0.45
2,4,1,3,2,7,0.53
2,4,1,3,1,9,0.52
2,4,1,3,1,11,0.56
2,4,1,3,2,7,0.56
2,4,1,4,1,5,0.49
2,11,1,3,3,4,0.45
2,11,3,4,3,8,0.47
2,11,1,1,2,9,0.56
2,11,1,3,2,7,0.47
2,11,1,2,2,9,0.45
2,11,1,2,2,10,0.42
2,11,1,1,2,6,0.48
2,11,1,2,1,9,0.55
2,11,2,4,2,7,0.5
2,11,2,1,2,4,0.46
2,11,1,4,1,7,0.56
2,11,3,1,1,7,0.5
2,11,1,2,3,12,0.47
2,11,1,2,2,2,0.44
2,11,1,3,1,1,0.42
2,11,1,3,1,5,0.48
2,11,1,4,1,6,0.42
2,11,1,3,3,11,0.5
2,11,1,2,1,10,0.51
2,11,1,4,1,4,0.52
2,11,1,2,1,8,0.45
2,11,1,2,2,9,0.44
2,11,1,3,3,1,0.44
2,11,1,4,1,1,0.55
2,11,3,3,1,10,0.48
2,11,1,2,2,9,0.56
2,11,1,1,2,1,0.43
2,11,2,2,2,3,0.5
2,11,4,1,3,1,0.44
2,11,4,4,1,9,0.52
2,11,2,1,1,11,0.52
2,11,1,3,2,8,0.44
2,11,1,3,2,9,0.46
2,11,1,3,1,3,0.48
2,11,1,2,1,9,0.55
2,11,1,1,2,11,0.53
2,11,3,2,1,11,0.54
2,11,1,3,1,5,0.44
2,11,1,1,2,2,0.48
2,11,1,3,1,11,0.52
2,11,1,3,1,1,0.56
2,11,1,3,3,6,0.5
2,11,1,2,1,6,0.49
2,11,1,4,1,10,0.54
2,11,1,1,3,7,0.48
2,11,1,3,1,6,0.45
2,11,1,2,1,5,0.53
2,11,2,3,1,9,0.48
2,11,1,2,2,9,0.5
2,11,1,2,1,2,0.51
2,11,1,2,2,12,0.43
2,11,3,3,2,5,0.5
2,11,2,2,1,8,0.52
2,11,1,4,1,7,0.56
2,11,1,3,2,6,0.46
2,11,1,4,3,8,0.51
2,11,1,3,3,10,0.55
2,11,1,3,1,12,0.43
2,11,1,4,2,12,0.46
2,11,2,3,2,4,0.5
2,11,1,1,1,12,0.53
2,11,1,4,1,6,0.54
2,11,1,1,2,7,0.42
2,11,1,4,2,3,0.43
2,11,3,2,1,6,0.53
2,11,1,1,1,11,0.46
2,11,2,3,2,4,0.52
2,11,3,4,1,1,0.46
2,11,1,4,1,4,0.51
2,11,1,1,2,5,0.48
2,11,1,1,1,6,0.55
2,11,4,2,2,8,0.51
2,11,1,1,1,12,0.47
2,11,3,1,1,6,0.55
2,11,2,2,2,2,0.56
2,11,1,3,1,6,0.51
2,11,1,3,1,10,0.5
2,11,3,3,1,2,0.53
2,11,3,4,3,12,0.52
2,11,3,4,1,1,0.44
2,11,1,4,3,11,0.52
2,11,3,4,1,11,0.43
2,11,1,4,3,7,0.55
2,11,1,3,1,12,0.54
2,11,2,1,1,2,0.43
2,11,1,3,1,12,0.53
2,11,2,2,1,1,0.55
2,11,3,4,2,12,0.42
2,11,1,1,2,6,0.49
2,11,2,3,1,7,0.49
2,11,1,1,2,4,0.48
2,11,2,1,1,7,0.47
2,11,1,3,1,7,0.49
2,11,2,2,1,8,0.44
2,11,1,3,1,5,0.5
2,11,1,1,1,11,0.53
2,11,2,4,1,3,0.45
2,11,2,2,2,9,0.49
2,11,1,4,2,1,0.47
2,11,4,3,1,2,0.43
2,11,1,2,3,1,0.48
2,11,1,2,1,1,0.5
2,11,3,4,1,10,0.45
2,11,2,4,3,2,0.45
2,11,1,4,1,3,0.44
2,11,1,2,2,10,0.42
2,11,1,1,1,8,0.52
2,11,1,3,1,7,0.51
2,11,1,1,1,7,0.56
2,11,1,2,1,1,0.51
2,11,1,2,1,5,0.48
2,11,1,2,3,11,0.56
2,11,3,3,1,12,0.49
2,11,4,2,1,11,0.53
2,11,2,4,1,9,0.44
2,11,1,4,1,3,0.51
2,11,1,4,1,2,0.49
2,11,1,3,1,6,0.48
2,11,1,2,3,1,0.54
2,11,1,4,2,10,0.5
2,11,2,4,1,9,0.44
2,11,1,2,2,12,0.52
2,11,1,1,1,2,0.55
2,11,1,1,2,5,0.52
2,11,1,4,1,10,0.49
2,11,3,4,1,1,0.56
2,11,1,1,2,5,0.43
2,11,1,4,1,4,0.5
2,11,1,3,2,7,0.48
2,11,1,3,1,8,0.43
2,11,1,1,2,1,0.45
2,11,2,3,2,4,0.53
2,11,1,1,1,11,0.42
2,11,3,2,3,2,0.43
2,11,1,1,2,3,0.48
2,11,1,1,1,12,0.47
2,11,2,4,1,5,0.52
2,11,2,3,2,11,0.44
2,11,3,1,1,3,0.44
2,11,1,4,1,10,0.55
2,11,1,1,3,1,0.45
2,11,1,3,1,11,0.53
2,11,1,3,3,2,0.54
2,11,1,2,2,1,0.55
2,11,1,1,2,9,0.45
2,11,3,3,2,5,0.47
2,11,1,2,1,1,0.5
2,11,2,3,1,1,0.48
2,11,1,4,1,1,0.45
2,11,1,3,2,3,0.53
2,14,1,4,1,1,0.55
2,14,1,1,2,6,0.56
2,14,1,3,2,8,0.48
2,14,1,4,2,9,0.44
2,14,2,1,2,10,0.52
2,14,1,1,2,11,0.54
2,14,1,3,1,6,0.5
2,14,1,3,1,11,0.54
2,14,1,3,2,4,0.47
2,14,2,1,1,1,0.56
2,14,1,1,1,3,0.55
2,14,1,3,3,3,0.42
2,14,1,1,1,4,0.42
2,14,2,4,2,1,0.44
2,14,1,1,1,9,0.43
2,14,1,3,1,9,0.46
2,14,3,1,3,8,0.55
2,14,1,2,1,6,0.51
2,14,2,3,2,3,0.5
2,14,2,4,1,7,0.43
2,14,1,4,1,6,0.44
2,14,1,1,3,6,0.52
2,14,1,3,1,7,0.56
2,14,2,4,2,6,0.5
2,14,1,2,1,8,0.55
2,14,2,3,1,12,0.43
2,14,1,1,2,2,0.53
2,14,1,3,2,11,0.55
2,14,2,4,1,10,0.47
2,14,1,4,1,3,0.48
2,14,1,3,1,4,0.44
2,14,1,3,1,4,0.44
2,14,4,3,3,12,0.44
2,14,1,1,1,8,0.46
2,14,1,1,2,4,0.52
2,14,1,2,1,4,0.54
2,14,2,4,3,7,0.51
2,14,1,1,2,4,0.44
2,14,1,2,1,3,0.53
2,14,1,3,3,3,0.56
2,14,1,4,3,12,0.5
2,14,1,2,2,12,0.53
2,14,3,3,1,6,0.45
2,14,1,1,1,9,0.49
2,14,1,4,3,1,0.43
2,14,1,3,1,1,0.47
2,14,3,1,3,10,0.5
2,14,1,2,2,2,0.54
2,14,1,4,1,12,0.55
2,14,1,2,1,5,0.43
2,14,1,1,1,2,0.56
2,14,2,2,1,1,0.43
2,14,3,1,1,11,0.52
2,14,1,3,2,10,0.54
2,14,1,4,2,2,0.55
2,14,1,3,1,9,0.52
2,14,1,4,2,8,0.43
2,14,1,3,2,7,0.56
2,14,1,1,2,5,0.54
2,14,1,1,1,2,0.51
2,14,2,1,2,8,0.47
2,14,4,1,1,9,0.49
2,14,1,4,2,7,0.43
2,14,1,2,2,8,0.56
2,14,1,2,2,3,0.56
2,14,1,2,1,8,0.49
2,14,1,3,2,7,0.55
2,14,1,1,2,5,0.46
2,14,1,1,2,3,0.51
2,14,1,4,1,1,0.51
2,14,1,2,3,1,0.42
2,14,1,4,1,2,0.52
2,14,1,4,1,3,0.52
2,14,2,3,3,4,0.46
2,14,1,2,2,12,0.5
2,14,1,2,1,10,0.5
2,14,1,3,1,8,0.48
2,14,1,1,1,3,0.54
2,14,1,3,1,3,0.45
2,14,1,2,1,6,0.56
2,14,2,2,1,8,0.45
2,14,4,3,1,9,0.47
2,14,1,2,2,8,0.47
2,14,1,2,2,5,0.48
2,14,4,1,1,11,0.54
2,14,1,1,1,7,0.53
2,14,1,1,2,12,0.46
2,14,1,2,2,5,0.44
2,14,1,1,1,2,0.52
2,14,1,2,3,9,0.56
2,14,2,3,1,6,0.55
2,14,1,4,1,3,0.42
2,14,1,2,2,4,0.5
2,14,1,2,1,4,0.46
2,14,1,1,3,9,0.44
2,14,1,1,3,4,0.44
2,14,2,4,1,4,0.46
2,14,4,3,1,9,0.54
2,14,3,1,1,9,0.54
2,14,1,3,2,2,0.46
2,14,1,2,1,11,0.48
2,14,1,2,3,11,0.54
2,14,1,1,1,9,0.46
2,14,1,1,1,9,0.42
2,14,1,3,2,2,0.54
2,14,1,4,1,4,0.55
2,14,2,1,1,2,0.54
2,14,3,3,1,1,0.45
2,14,1,1,2,3,0.46
2,14,4,2,1,6,0.53
2,14,2,2,1,8,0.46
2,14,1,2,1,1,0.49
2,14,1,3,3,10,0.51
2,14,1,1,1,12,0.43
2,14,1,4,1,2,0.54
2,14,1,3,1,11,0.53
2,14,1,2,3,1,0.51
2,14,1,1,1,3,0.44
2,14,1,1,3,7,0.42
2,14,1,2,1,7,0.48
2,14,1,3,1,4,0.54
2,14,1,2,1,11,0.42
2,14,1,4,1,8,0.42
2,14,1,2,2,3,0.44
2,14,1,2,2,9,0.53
2,14,1,3,2,8,0.48
2,14,1,1,2,12,0.44
2,14,2,3,2,9,0.51
2,14,2,1,1,9,0.48
2,14,1,4,1,4,0.49
2,14,1,1,1,1,0.55
2,14,1,3,1,5,0.53
2,14,1,3,2,2,0.51
2,14,1,1,1,3,0.55
2,14,1,4,2,10,0.51
2,14,1,3,3,7,0.44
2,14,1,4,2,6,0.46
2,14,2,3,1,9,0.43
2,14,1,1,1,8,0.48
2,14,2,3,1,1,0.48
2,14,4,3,1,1,0.48
2,14,1,4,1,2,0.52
2,14,2,3,2,7,0.49
2,14,1,4,2,1,0.48
2,14,1,1,1,11,0.54
2,14,1,1,1,8,0.56
2,14,1,4,2,3,0.54
2,14,1,4,2,8,0.56
2,14,1,2,1,3,0.55
2,14,1,2,1,12,0.44
1,7,2,4,1,5,0.87
1,7,1,2,1,11,0.92
1,7,1,3,2,1,0.92
1,7,4,3,1,7,0.85
1,7,2,4,2,6,0.86
1,7,4,2,1,5,0.87
1,7,2,3,1,9,0.81
1,7,3,2,1,2,0.79
1,7,1,4,1,7,0.79
1,7,1,1,1,12,0.78
1,7,1,1,1,12,0.78
1,7,4,3,2,7,0.91
1,7,1,1,1,9,0.8
1,7,1,2,1,10,0.88
1,7,1,3,2,1,0.8
1,7,1,1,2,10,0.87
1,7,1,3,1,2,0.9
1,7,1,2,1,1,0.92
1,7,2,1,2,6,0.85
1,7,2,1,1,8,0.79
1,7,3,1,3,5,0.87
1,7,1,4,1,10,0.88
1,7,3,4,1,1,0.82
1,7,1,4,3,3,0.89
1,7,1,4,1,11,0.92
1,7,3,3,1,7,0.79
1,7,1,2,1,5,0.85
1,7,1,2,2,8,0.84
1,7,1,4,2,1,0.92
1,7,1,1,3,12,0.82
1,7,1,1,1,12,0.78
1,7,1,3,1,4,0.85
1,7,1,1,2,9,0.88
1,7,1,2,1,9,0.84
1,7,1,3,1,4,0.9
1,7,3,2,2,10,0.85
1,7,1,2,3,5,0.8
1,7,1,4,3,10,0.8
1,7,1,3,1,3,0.88
1,7,2,1,1,12,0.79
1,7,1,1,2,9,0.79
1,7,1,4,3,4,0.91
1,7,1,2,1,5,0.91
1,7,1,2,2,1,0.84
1,7,2,1,2,1,0.86
1,7,1,3,2,1,0.91
1,7,1,1,1,4,0.84
1,7,1,4,1,10,0.85
1,7,1,4,2,6,0.79
1,7,1,2,1,10,0.84
1,7,2,2,3,6,0.79
1,7,4,4,1,3,0.83
1,7,1,1,2,4,0.81
1,7,1,3,2,12,0.92
1,7,1,2,2,12,0.84
1,7,1,4,1,9,0.85
1,7,1,3,2,7,0.84
1,7,1,3,2,8,0.78
1,7,1,1,2,6,0.89
1,7,1,4,1,4,0.9
1,7,3,4,2,12,0.9
1,7,1,4,3,9,0.89
1,7,1,4,1,1,0.86
1,7,1,4,1,12,0.81
1,7,1,1,1,5,0.88
1,7,1,1,2,3,0.83
1,7,2,1,2,1,0.78
1,7,4,3,3,9,0.92
1,7,1,3,1,7,0.8
1,7,1,1,2,8,0.85
1,7,1,4,1,6,0.85
1,7,1,1,1,8,0.84
1,7,1,4,1,8,0.86
1,7,1,3,1,10,0.86
1,7,4,4,1,6,0.81
1,7,1,1,1,11,0.83
1,7,2,1,2,8,0.88
1,7,3,2,2,8,0.91
1,7,1,2,1,7,0.89
1,7,1,1,1,5,0.86
1,7,2,2,1,10,0.88
1,7,1,4,2,1,0.88
1,7,2,1,2,5,0.82
1,7,1,4,1,3,0.87
1,7,3,2,2,1,0.84
1,7,2,3,1,9,0.83
1,7,2,3,2,11,0.9
1,7,1,4,2,4,0.9
1,7,1,2,1,1,0.89
