total_cases,crime_type_diversity,avg_gravity,age,is_priority,cases_per_year,recidivism_risk
9,8,1.56,26,0,4.5,HIGH
5,3,1.8,40,0,2.5,HIGH
20,8,1.65,33,0,10.0,HIGH
2,2,1.0,39,0,1.0,LOW
19,2,1.95,51,0,9.5,HIGH
10,7,1.7,24,0,5.0,HIGH
6,4,1.83,46,0,3.0,HIGH
2,2,1.5,36,0,1.0,HIGH
5,3,2.0,37,0,2.5,HIGH
19,8,1.74,33,0,9.5,HIGH
6,4,1.67,28,0,3.0,HIGH
4,4,1.5,17,0,2.0,HIGH
3,3,1.67,41,0,1.5,HIGH
6,6,1.5,29,0,3.0,HIGH
6,3,1.33,28,0,3.0,HIGH
32,7,1.91,25,0,16.0,HIGH
5,5,1.6,44,0,2.5,HIGH
2,2,2.0,36,0,1.0,HIGH
16,9,1.5,18,0,8.0,HIGH
6,4,1.33,37,0,3.0,HIGH
11,7,1.36,31,0,5.5,HIGH
3,2,1.67,40,0,1.5,HIGH
1,1,2.0,17,0,0.5,LOW
9,5,1.67,54,0,4.5,HIGH
14,7,1.64,47,0,7.0,HIGH
5,4,1.6,15,0,2.5,HIGH
2,1,2.0,48,0,1.0,HIGH
2,2,1.0,30,0,1.0,LOW
7,5,1.57,25,0,3.5,HIGH
7,5,1.57,27,0,3.5,HIGH
2,2,1.5,43,0,1.0,HIGH
9,7,1.56,31,0,4.5,HIGH
4,4,1.75,28,0,2.0,HIGH
9,5,1.89,20,0,4.5,HIGH
67,10,1.64,28,0,33.5,HIGH
8,7,1.38,20,0,4.0,HIGH
2,2,2.0,40,0,1.0,HIGH
8,6,1.5,31,0,4.0,HIGH
7,5,1.86,15,0,3.5,HIGH
2,2,2.0,28,0,1.0,HIGH
4,4,1.75,25,0,2.0,HIGH
1,1,2.0,15,0,0.5,LOW
2,2,2.0,27,0,1.0,HIGH
3,2,1.67,35,0,1.5,HIGH
8,6,1.5,33,0,4.0,HIGH
9,5,1.67,54,0,4.5,HIGH
7,4,1.71,21,0,3.5,HIGH
1,1,1.0,27,0,0.5,LOW
15,11,1.8,30,0,7.5,HIGH
2,2,1.5,35,0,1.0,HIGH
20,4,1.95,40,0,10.0,HIGH
1,1,2.0,34,0,0.5,LOW
7,5,1.86,29,0,3.5,HIGH
5,3,1.8,26,0,2.5,HIGH
44,5,1.93,50,0,22.0,HIGH
3,3,1.33,32,0,1.5,HIGH
9,7,1.44,30,0,4.5,HIGH
6,5,1.67,31,0,3.0,HIGH
6,6,1.33,27,0,3.0,HIGH
5,5,1.4,38,0,2.5,HIGH
5,3,1.8,29,0,2.5,HIGH
4,3,1.5,21,0,2.0,HIGH
3,3,1.67,35,0,1.5,HIGH
6,5,1.67,43,0,3.0,HIGH
4,4,1.75,45,0,2.0,HIGH
6,5,1.83,35,0,3.0,HIGH
11,9,1.64,45,0,5.5,HIGH
13,8,1.54,36,0,6.5,HIGH
7,5,1.38,39,0,3.5,HIGH
1,1,2.0,24,0,0.5,LOW
9,7,1.56,45,0,4.5,HIGH
39,7,1.85,44,0,19.5,HIGH
3,3,2.0,15,0,1.5,HIGH
3,2,1.33,51,0,1.5,HIGH
6,3,1.67,21,0,3.0,HIGH
1,1,1.0,40,0,0.5,LOW
23,4,1.96,35,0,11.5,HIGH
15,8,1.67,31,0,7.5,HIGH
11,7,1.55,26,0,5.5,HIGH
6,6,1.67,26,0,3.0,HIGH
14,9,1.43,31,0,7.0,HIGH
2,2,2.0,28,0,1.0,HIGH
27,2,1.0,38,0,13.5,HIGH
19,5,1.84,40,0,9.5,HIGH
2,2,2.0,30,0,1.0,HIGH
8,5,1.75,37,0,4.0,HIGH
22,2,1.09,19,0,11.0,HIGH
18,8,1.56,32,0,9.0,HIGH
9,5,1.44,42,0,4.5,HIGH
5,4,1.4,20,0,2.5,HIGH
52,6,1.92,40,0,26.0,HIGH
4,2,1.75,20,0,2.0,HIGH
1,1,2.0,33,0,0.5,LOW
10,7,1.6,32,0,5.0,HIGH
26,5,1.92,34,0,13.0,HIGH
5,4,1.6,30,0,2.5,HIGH
3,3,1.67,43,0,1.5,HIGH
7,4,1.86,31,0,3.5,HIGH
3,3,1.67,39,0,1.5,HIGH
1,1,1.0,28,0,0.5,LOW
3,3,1.0,35,0,1.5,HIGH
2,2,2.0,21,0,1.0,HIGH
13,7,1.23,46,0,6.5,HIGH
7,3,1.86,34,0,3.5,HIGH
6,5,1.17,15,0,3.0,HIGH
12,6,1.5,30,0,6.0,HIGH
9,3,1.78,25,0,4.5,HIGH
5,4,1.4,27,0,2.5,HIGH
14,4,1.79,26,0,7.0,HIGH
4,4,1.75,32,0,2.0,HIGH
5,4,1.6,45,0,2.5,HIGH
2,2,1.5,33,0,1.0,HIGH
3,3,1.67,53,0,1.5,HIGH
6,5,1.67,34,0,3.0,HIGH
1,1,2.0,36,0,0.5,LOW
1,1,2.0,37,0,0.5,LOW
4,4,1.0,32,0,2.0,HIGH
28,5,1.86,29,0,14.0,HIGH
4,4,1.25,41,0,2.0,HIGH
1,1,2.0,58,0,0.5,LOW
7,5,1.43,35,0,3.5,HIGH
2,2,1.0,42,0,1.0,LOW
8,5,1.13,31,0,4.0,HIGH
2,2,2.0,39,0,1.0,HIGH
10,5,1.5,39,0,5.0,HIGH
2,2,2.0,37,0,1.0,HIGH
3,3,2.0,34,0,1.5,HIGH
2,2,2.0,22,0,1.0,HIGH
21,5,1.9,34,0,10.5,HIGH
2,2,1.0,40,0,1.0,LOW
3,3,1.33,30,0,1.5,HIGH
9,6,1.56,24,0,4.5,HIGH
3,3,1.33,33,0,1.5,HIGH
5,3,1.2,41,0,2.5,HIGH
3,3,1.33,40,0,1.5,HIGH
5,5,1.2,23,0,2.5,HIGH
4,3,1.75,48,0,2.0,HIGH
4,4,2.0,31,0,2.0,HIGH
5,4,1.6,42,0,2.5,HIGH
4,3,1.75,38,0,2.0,HIGH
3,3,1.67,15,0,1.5,HIGH
8,5,1.75,24,0,4.0,HIGH
13,6,1.62,37,0,6.5,HIGH
9,5,1.89,22,0,4.5,HIGH
2,2,1.5,27,0,1.0,HIGH
26,7,1.15,38,0,13.0,HIGH
8,5,1.5,21,0,4.0,HIGH
7,6,1.43,21,0,3.5,HIGH
5,5,1.4,56,0,2.5,HIGH
5,4,1.4,29,0,2.5,HIGH
6,4,1.83,44,0,3.0,HIGH
4,3,1.0,29,0,2.0,HIGH
7,6,1.43,33,0,3.5,HIGH
7,6,1.57,34,0,3.5,HIGH
1,1,1.0,15,0,0.5,LOW
6,4,1.5,27,0,3.0,HIGH
12,9,1.5,21,0,6.0,HIGH
4,4,1.25,40,0,2.0,HIGH
3,3,2.0,47,0,1.5,HIGH
1,1,2.0,43,0,0.5,LOW
35,3,1.03,19,0,17.5,HIGH
4,4,1.75,31,0,2.0,HIGH
12,7,1.25,28,0,6.0,HIGH
4,1,2.0,32,0,2.0,HIGH
4,3,2.0,56,0,2.0,HIGH
5,3,1.6,27,0,2.5,HIGH
7,4,1.86,25,0,3.5,HIGH
8,7,1.25,24,0,4.0,HIGH
5,5,1.4,57,0,2.5,HIGH
4,2,2.0,24,0,2.0,HIGH
8,5,1.5,18,0,4.0,HIGH
10,5,1.7,30,0,5.0,HIGH
4,3,1.5,33,0,2.0,HIGH
34,2,1.06,32,0,17.0,HIGH
29,3,2.0,35,0,14.5,HIGH
4,3,1.75,36,0,2.0,HIGH
1,1,2.0,39,0,0.5,LOW
4,4,1.25,44,0,2.0,HIGH
6,5,1.67,40,0,3.0,HIGH
1,1,2.0,53,0,0.5,LOW
5,4,1.2,32,0,2.5,HIGH
2,1,2.0,33,0,1.0,HIGH
5,4,1.4,23,0,2.5,HIGH
2,2,2.0,26,0,1.0,HIGH
5,4,1.4,15,0,2.5,HIGH
8,6,1.5,21,0,4.0,HIGH
16,9,1.75,31,0,8.0,HIGH
1,1,1.0,31,0,0.5,LOW
27,7,1.93,25,0,13.5,HIGH
2,2,1.5,23,0,1.0,HIGH
1,1,2.0,43,0,0.5,LOW
3,3,1.67,42,0,1.5,HIGH
7,5,1.14,36,0,3.5,HIGH
6,5,1.33,23,0,3.0,HIGH
28,4,1.07,49,0,14.0,HIGH
1,1,2.0,23,0,0.5,LOW
8,6,1.38,38,0,4.0,HIGH
22,6,1.77,18,0,11.0,HIGH
4,4,1.5,15,0,2.0,HIGH
7,6,1.43,28,0,3.5,HIGH
7,4,1.86,30,0,3.5,HIGH
20,6,1.8,15,0,10.0,HIGH
28,3,1.93,19,0,14.0,HIGH
4,3,1.0,21,0,2.0,HIGH
7,6,1.43,34,0,3.5,HIGH
5,3,1.8,21,0,2.5,HIGH
1,1,2.0,19,0,0.5,LOW
11,7,1.55,40,0,5.5,HIGH
10,7,1.7,38,0,5.0,HIGH
3,3,1.67,31,0,1.5,HIGH
1,1,2.0,29,0,0.5,LOW
8,7,1.5,27,0,4.0,HIGH
10,5,1.4,38,0,5.0,HIGH
3,3,1.67,25,0,1.5,HIGH
4,2,2.0,15,0,2.0,HIGH
32,7,1.88,36,0,16.0,HIGH
34,8,1.21,43,0,17.0,HIGH
23,7,1.52,33,0,11.5,HIGH
12,9,1.42,34,0,6.0,HIGH
2,2,2.0,16,0,1.0,HIGH
5,4,1.8,29,0,2.5,HIGH
11,7,1.73,23,0,5.5,HIGH
4,4,1.5,50,0,2.0,HIGH
5,5,1.4,49,0,2.5,HIGH
43,4,1.98,30,0,21.5,HIGH
11,7,1.82,30,0,5.5,HIGH
7,5,1.57,33,0,3.5,HIGH
11,7,1.64,33,0,5.5,HIGH
4,4,1.75,26,0,2.0,HIGH
7,6,1.71,27,0,3.5,HIGH
7,5,1.57,15,0,3.5,HIGH
3,2,2.0,33,0,1.5,HIGH
2,2,2.0,36,0,1.0,HIGH
7,4,1.71,32,0,3.5,HIGH
11,8,1.64,35,0,5.5,HIGH
6,5,1.33,36,0,3.0,HIGH
3,2,1.67,30,0,1.5,HIGH
2,2,1.5,50,0,1.0,HIGH
2,2,2.0,24,0,1.0,HIGH
5,4,1.6,29,0,2.5,HIGH
1,1,1.0,15,0,0.5,LOW
4,4,1.25,31,0,2.0,HIGH
3,3,1.33,26,0,1.5,HIGH
1,1,2.0,21,0,0.5,LOW
5,4,1.6,24,0,2.5,HIGH
4,4,1.5,27,0,2.0,HIGH
2,2,2.0,17,0,1.0,HIGH
6,5,1.33,31,0,3.0,HIGH
10,6,1.5,38,0,5.0,HIGH
5,4,1.8,26,0,2.5,HIGH
19,9,1.53,20,0,9.5,HIGH
7,5,1.57,30,0,3.5,HIGH
11,7,1.64,35,0,5.5,HIGH
5,4,1.6,36,0,2.5,HIGH
3,3,1.33,58,0,1.5,HIGH
3,3,1.67,40,0,1.5,HIGH
4,3,1.5,55,0,2.0,HIGH
5,4,1.8,32,0,2.5,HIGH
2,2,1.0,36,0,1.0,LOW
21,5,1.9,35,0,10.5,HIGH
5,5,1.4,23,0,2.5,HIGH
4,3,2.0,15,0,2.0,HIGH
15,7,1.33,32,0,7.5,HIGH
7,4,1.71,20,0,3.5,HIGH
2,2,2.0,26,0,1.0,HIGH
3,2,2.0,44,0,1.5,HIGH
4,3,2.0,27,0,2.0,HIGH
3,3,1.67,33,0,1.5,HIGH
37,7,1.89,16,0,18.5,HIGH
6,5,1.67,34,0,3.0,HIGH
2,1,2.0,36,0,1.0,HIGH
9,6,1.56,34,0,4.5,HIGH
7,4,1.71,36,0,3.5,HIGH
3,2,1.67,29,0,1.5,HIGH
3,3,1.67,39,0,1.5,HIGH
5,3,1.4,19,0,2.5,HIGH
5,3,1.4,39,0,2.5,HIGH
2,2,2.0,36,0,1.0,HIGH
7,4,1.29,40,0,3.5,HIGH
8,4,1.75,40,0,4.0,HIGH
10,6,1.5,30,0,5.0,HIGH
4,3,1.5,50,0,2.0,HIGH
8,5,1.63,28,0,4.0,HIGH
7,4,1.57,30,0,3.5,HIGH
5,4,2.0,49,0,2.5,HIGH
5,3,2.0,35,0,2.5,HIGH
6,5,1.5,24,0,3.0,HIGH
10,7,1.6,30,0,5.0,HIGH
3,3,1.33,34,0,1.5,HIGH
4,3,1.75,38,0,2.0,HIGH
4,3,1.75,26,0,2.0,HIGH
9,7,1.44,35,0,4.5,HIGH
1,1,2.0,33,0,0.5,LOW
5,5,1.4,42,0,2.5,HIGH
6,4,2.0,21,0,3.0,HIGH
3,2,1.67,51,0,1.5,HIGH
4,3,1.5,26,0,2.0,HIGH
9,6,1.67,42,0,4.5,HIGH
1,1,2.0,34,0,0.5,LOW
18,2,1.94,29,0,9.0,HIGH
2,2,1.5,47,0,1.0,HIGH
3,3,1.67,42,0,1.5,HIGH
1,1,1.0,32,0,0.5,LOW
5,4,1.8,18,0,2.5,HIGH
4,4,1.5,32,0,2.0,HIGH
35,6,1.11,33,0,17.5,HIGH
7,6,1.57,36,0,3.5,HIGH
31,6,1.9,22,0,15.5,HIGH
15,9,1.4,42,0,7.5,HIGH
1,1,1.0,44,0,0.5,LOW
4,2,1.5,15,0,2.0,HIGH
31,7,1.9,37,0,15.5,HIGH
32,3,1.0,49,0,16.0,HIGH
2,2,2.0,24,0,1.0,HIGH
13,6,1.69,28,0,6.5,HIGH
7,3,1.57,19,0,3.5,HIGH
1,1,2.0,25,0,0.5,LOW
2,2,1.0,15,0,1.0,LOW
8,4,1.88,41,0,4.0,HIGH
9,8,1.44,42,0,4.5,HIGH
4,3,1.25,30,0,2.0,HIGH
8,5,1.67,27,0,4.0,HIGH
4,4,1.5,39,0,2.0,HIGH
2,2,1.5,15,0,1.0,HIGH
3,3,1.67,44,0,1.5,HIGH
7,5,1.71,26,0,3.5,HIGH
2,2,2.0,34,0,1.0,HIGH
7,5,1.57,40,0,3.5,HIGH
17,9,1.47,31,0,8.5,HIGH
8,7,1.5,51,0,4.0,HIGH
7,5,1.57,38,0,3.5,HIGH
4,3,1.75,25,0,2.0,HIGH
7,6,1.57,32,0,3.5,HIGH
3,3,1.67,20,0,1.5,HIGH
4,3,1.5,22,0,2.0,HIGH
9,7,1.22,31,0,4.5,HIGH
1,1,2.0,28,0,0.5,LOW
2,2,1.0,39,0,1.0,LOW
6,3,1.83,21,0,3.0,HIGH
9,7,1.44,41,0,4.5,HIGH
43,7,1.4,24,0,21.5,HIGH
6,3,1.5,28,0,3.0,HIGH
15,7,1.4,33,0,7.5,HIGH
2,2,1.5,23,0,1.0,HIGH
41,8,1.85,39,0,20.5,HIGH
11,9,1.45,29,0,5.5,HIGH
1,1,1.0,26,0,0.5,LOW
11,8,1.64,39,0,5.5,HIGH
28,7,1.71,46,0,14.0,HIGH
2,2,1.5,15,0,1.0,HIGH
4,3,1.75,41,0,2.0,HIGH
2,2,2.0,43,0,1.0,HIGH
2,2,1.0,22,0,1.0,LOW
6,3,2.0,37,0,3.0,HIGH
5,5,1.6,32,0,2.5,HIGH
5,5,1.8,54,0,2.5,HIGH
5,3,1.6,47,0,2.5,HIGH
2,1,2.0,19,0,1.0,HIGH
10,6,1.5,28,0,5.0,HIGH
6,4,2.0,57,0,3.0,HIGH
12,6,1.75,32,0,6.0,HIGH
27,6,1.89,29,0,13.5,HIGH
24,7,1.17,30,0,12.0,HIGH
5,2,1.8,46,0,2.5,HIGH
37,4,1.95,16,0,18.5,HIGH
27,2,2.0,36,0,13.5,HIGH
90,7,1.32,21,0,45.0,HIGH
4,4,1.75,23,0,2.0,HIGH
5,4,1.8,15,0,2.5,HIGH
18,9,1.61,38,0,9.0,HIGH
6,5,1.33,22,0,3.0,HIGH
1,1,2.0,38,0,0.5,LOW
3,2,2.0,46,0,1.5,HIGH
2,2,2.0,30,0,1.0,HIGH
4,4,1.5,15,0,2.0,HIGH
2,2,1.5,36,0,1.0,HIGH
2,2,2.0,42,0,1.0,HIGH
8,5,1.63,50,0,4.0,HIGH
22,9,1.77,44,0,11.0,HIGH
13,2,1.92,16,0,6.5,HIGH
6,5,1.33,35,0,3.0,HIGH
4,3,1.5,32,0,2.0,HIGH
8,6,1.5,33,0,4.0,HIGH
1,1,1.0,26,0,0.5,LOW
3,3,1.67,25,0,1.5,HIGH
2,2,2.0,42,0,1.0,HIGH
8,7,1.5,17,0,4.0,HIGH
7,5,1.71,22,0,3.5,HIGH
1,1,1.0,15,0,0.5,LOW
10,7,1.7,25,0,5.0,HIGH
2,2,2.0,21,0,1.0,HIGH
1,1,1.0,28,0,0.5,LOW
2,2,2.0,24,0,1.0,HIGH
1,1,2.0,38,0,0.5,LOW
6,6,1.5,42,0,3.0,HIGH
4,3,1.75,31,0,2.0,HIGH
2,2,1.0,37,0,1.0,LOW
3,3,1.67,33,0,1.5,HIGH
21,3,1.95,21,0,10.5,HIGH
3,2,1.33,35,0,1.5,HIGH
3,3,1.67,31,0,1.5,HIGH
4,4,1.75,29,0,2.0,HIGH
3,3,1.67,46,0,1.5,HIGH
24,5,1.92,31,0,12.0,HIGH
9,7,1.44,28,0,4.5,HIGH
3,3,1.33,15,0,1.5,HIGH
4,3,1.75,23,0,2.0,HIGH
2,2,1.5,33,0,1.0,HIGH
39,5,1.15,16,0,19.5,HIGH
2,1,2.0,36,0,1.0,HIGH
7,4,1.57,19,0,3.5,HIGH
12,7,1.33,22,0,6.0,HIGH
29,5,1.97,30,0,14.5,HIGH
35,10,1.83,26,0,17.5,HIGH
7,5,1.71,29,0,3.5,HIGH
1,1,2.0,24,0,0.5,LOW
36,9,1.83,38,0,18.0,HIGH
41,8,1.17,41,0,20.5,HIGH
1,1,1.0,29,0,0.5,LOW
8,6,1.5,31,0,4.0,HIGH
5,4,2.0,62,0,2.5,HIGH
5,5,1.6,31,0,2.5,HIGH
9,6,1.44,43,0,4.5,HIGH
3,2,1.67,30,0,1.5,HIGH
7,5,1.71,43,0,3.5,HIGH
2,2,2.0,25,0,1.0,HIGH
24,9,1.42,37,0,12.0,HIGH
5,3,2.0,50,0,2.5,HIGH
7,4,1.57,24,0,3.5,HIGH
17,6,1.65,35,0,8.5,HIGH
6,4,1.33,36,0,3.0,HIGH
10,6,1.7,32,0,5.0,HIGH
2,1,1.0,37,0,1.0,LOW
10,6,1.5,25,0,5.0,HIGH
4,4,1.5,20,0,2.0,HIGH
3,3,2.0,40,0,1.5,HIGH
7,5,1.71,23,0,3.5,HIGH
3,3,1.67,54,0,1.5,HIGH
6,5,1.67,31,0,3.0,HIGH
27,5,1.11,40,0,13.5,HIGH
17,10,1.53,27,0,8.5,HIGH
3,3,1.67,29,0,1.5,HIGH
10,6,1.8,29,0,5.0,HIGH
24,4,1.13,15,0,12.0,HIGH
33,8,1.18,22,0,16.5,HIGH
6,3,1.83,33,0,3.0,HIGH
7,5,1.43,24,0,3.5,HIGH
24,5,1.92,47,0,12.0,HIGH
3,2,1.0,32,0,1.5,HIGH
2,1,2.0,31,0,1.0,HIGH
2,2,1.5,24,0,1.0,HIGH
5,3,1.6,30,0,2.5,HIGH
4,4,1.0,38,0,2.0,HIGH
2,2,2.0,30,0,1.0,HIGH
5,2,2.0,23,0,2.5,HIGH
3,3,1.67,15,0,1.5,HIGH
4,4,1.5,44,0,2.0,HIGH
4,4,1.0,33,0,2.0,HIGH
11,7,1.45,43,0,5.5,HIGH
1,1,1.0,45,0,0.5,LOW
4,3,1.25,33,0,2.0,HIGH
5,4,1.4,38,0,2.5,HIGH
7,6,1.57,25,0,3.5,HIGH
2,2,1.5,27,0,1.0,HIGH
3,3,2.0,20,0,1.5,HIGH
4,2,2.0,34,0,2.0,HIGH
2,2,1.5,54,0,1.0,HIGH
5,4,1.8,32,0,2.5,HIGH
3,3,1.67,39,0,1.5,HIGH
5,3,1.8,20,0,2.5,HIGH
1,1,2.0,37,0,0.5,LOW
9,8,1.67,47,0,4.5,HIGH
11,8,1.55,27,0,5.5,HIGH
2,2,1.5,32,0,1.0,HIGH
4,3,1.75,33,0,2.0,HIGH
7,5,1.43,38,0,3.5,HIGH
1,1,1.0,15,0,0.5,LOW
3,3,1.33,48,0,1.5,HIGH
2,2,1.5,31,0,1.0,HIGH
52,7,1.17,35,0,26.0,HIGH
10,5,1.7,30,0,5.0,HIGH
17,3,2.0,19,0,8.5,HIGH
2,2,1.5,22,0,1.0,HIGH
3,3,1.33,44,0,1.5,HIGH
7,4,1.71,22,0,3.5,HIGH
1,1,1.0,34,0,0.5,LOW
3,3,1.67,44,0,1.5,HIGH
7,6,1.71,34,0,3.5,HIGH
7,5,1.57,23,0,3.5,HIGH
3,1,2.0,56,0,1.5,HIGH
32,2,2.0,15,0,16.0,HIGH
2,2,2.0,22,0,1.0,HIGH
34,4,1.97,20,0,17.0,HIGH
2,2,1.5,48,0,1.0,HIGH
3,2,2.0,34,0,1.5,HIGH
3,2,1.0,32,0,1.5,HIGH
6,4,1.67,31,0,3.0,HIGH
3,2,2.0,26,0,1.5,HIGH
5,4,1.4,29,0,2.5,HIGH
3,3,1.33,33,0,1.5,HIGH
8,6,1.63,27,0,4.0,HIGH
6,4,1.83,28,0,3.0,HIGH
20,3,1.95,34,0,10.0,HIGH
16,8,1.63,33,0,8.0,HIGH
5,3,1.2,32,0,2.5,HIGH
3,3,2.0,44,0,1.5,HIGH
8,4,1.63,18,0,4.0,HIGH
13,8,1.46,21,0,6.5,HIGH
13,7,1.62,29,0,6.5,HIGH
1,1,1.0,48,0,0.5,LOW
10,6,1.7,29,0,5.0,HIGH
7,6,1.43,34,0,3.5,HIGH
19,7,1.89,28,0,9.5,HIGH
51,9,1.86,41,0,25.5,HIGH
4,4,1.25,22,0,2.0,HIGH
25,10,1.52,32,0,12.5,HIGH
6,5,1.5,31,0,3.0,HIGH
4,3,1.75,30,0,2.0,HIGH
4,3,1.5,24,0,2.0,HIGH
2,2,2.0,45,0,1.0,HIGH
3,3,1.67,28,0,1.5,HIGH
6,6,1.5,31,0,3.0,HIGH
4,4,1.25,56,0,2.0,HIGH
6,5,1.5,44,0,3.0,HIGH
7,5,1.71,37,0,3.5,HIGH
5,4,1.6,37,0,2.5,HIGH
5,4,1.6,23,0,2.5,HIGH
4,3,1.5,47,0,2.0,HIGH
2,2,2.0,20,0,1.0,HIGH
3,2,1.67,18,0,1.5,HIGH
5,5,1.6,38,0,2.5,HIGH
4,4,1.5,31,0,2.0,HIGH
4,4,1.75,15,0,2.0,HIGH
10,5,1.8,32,0,5.0,HIGH
4,3,1.0,25,0,2.0,HIGH
2,2,1.5,37,0,1.0,HIGH
8,6,1.63,30,0,4.0,HIGH
2,2,1.0,15,0,1.0,LOW
2,2,1.5,15,0,1.0,HIGH
4,2,2.0,23,0,2.0,HIGH
38,7,1.89,28,0,19.0,HIGH
2,2,2.0,25,0,1.0,HIGH
1,1,1.0,27,0,0.5,LOW
27,8,1.78,21,0,13.5,HIGH
4,4,1.25,35,0,2.0,HIGH
6,3,2.0,37,0,3.0,HIGH
4,3,1.5,17,0,2.0,HIGH
6,5,1.83,17,0,3.0,HIGH
5,4,1.4,32,0,2.5,HIGH
1,1,1.0,34,0,0.5,LOW
7,5,1.43,19,0,3.5,HIGH
5,4,1.4,43,0,2.5,HIGH
4,3,1.5,44,0,2.0,HIGH
4,4,1.75,15,0,2.0,HIGH
11,6,1.64,24,0,5.5,HIGH
4,4,1.75,34,0,2.0,HIGH
6,4,1.67,39,0,3.0,HIGH
28,2,1.96,16,0,14.0,HIGH
2,2,1.5,18,0,1.0,HIGH
4,4,1.75,45,0,2.0,HIGH
8,3,2.0,31,0,4.0,HIGH
9,4,1.89,34,0,4.5,HIGH
2,2,1.5,60,0,1.0,HIGH
4,3,1.25,38,0,2.0,HIGH
40,6,1.98,35,0,20.0,HIGH
10,7,1.6,23,0,5.0,HIGH
2,2,1.0,38,0,1.0,LOW
51,7,1.94,18,0,25.5,HIGH
13,8,1.62,29,0,6.5,HIGH
6,6,1.67,28,0,3.0,HIGH
3,2,1.67,28,0,1.5,HIGH
9,5,1.67,38,0,4.5,HIGH
7,6,1.57,31,0,3.5,HIGH
5,2,1.6,31,0,2.5,HIGH
8,5,1.63,40,0,4.0,HIGH
3,2,1.67,34,0,1.5,HIGH
4,3,1.5,32,0,2.0,HIGH
1,1,2.0,23,0,0.5,LOW
8,5,1.5,24,0,4.0,HIGH
7,4,1.71,36,0,3.5,HIGH
4,3,1.5,33,0,2.0,HIGH
6,5,1.33,35,0,3.0,HIGH
2,2,1.5,23,0,1.0,HIGH
5,4,1.4,43,0,2.5,HIGH
9,5,1.67,26,0,4.5,HIGH
5,5,1.6,35,0,2.5,HIGH
8,5,1.5,35,0,4.0,HIGH
3,3,2.0,25,0,1.5,HIGH
7,4,1.57,32,0,3.5,HIGH
10,7,1.6,36,0,5.0,HIGH
27,3,1.04,35,0,13.5,HIGH
1,1,1.0,20,0,0.5,LOW
36,3,1.08,36,0,18.0,HIGH
2,2,2.0,35,0,1.0,HIGH
5,2,2.0,29,0,2.5,HIGH
6,6,1.5,32,0,3.0,HIGH
3,3,1.67,34,0,1.5,HIGH
5,5,1.4,32,0,2.5,HIGH
2,1,2.0,25,0,1.0,HIGH
3,2,1.67,33,0,1.5,HIGH
9,9,1.56,41,0,4.5,HIGH
3,3,1.33,42,0,1.5,HIGH
1,1,1.0,39,0,0.5,LOW
4,4,1.25,28,0,2.0,HIGH
2,2,1.5,46,0,1.0,HIGH
9,4,1.78,32,0,4.5,HIGH
13,7,1.62,31,0,6.5,HIGH
2,2,1.5,53,0,1.0,HIGH
55,9,1.89,36,0,27.5,HIGH
3,3,1.67,33,0,1.5,HIGH
6,5,1.83,26,0,3.0,HIGH
2,2,2.0,33,0,1.0,HIGH
2,2,2.0,19,0,1.0,HIGH
5,3,1.8,54,0,2.5,HIGH
2,2,1.5,27,0,1.0,HIGH
3,3,1.33,26,0,1.5,HIGH
5,4,2.0,32,0,2.5,HIGH
6,4,1.67,18,0,3.0,HIGH
2,2,2.0,32,0,1.0,HIGH
10,7,1.6,36,0,5.0,HIGH
37,4,1.92,26,0,18.5,HIGH
7,6,1.57,22,0,3.5,HIGH
38,5,2.0,30,0,19.0,HIGH
4,4,1.75,29,0,2.0,HIGH
6,4,1.57,49,0,3.0,HIGH
4,3,1.75,43,0,2.0,HIGH
4,3,2.0,26,0,2.0,HIGH
12,5,1.83,31,0,6.0,HIGH
3,1,1.0,33,0,1.5,HIGH
2,2,1.5,27,0,1.0,HIGH
12,8,1.58,21,0,6.0,HIGH
6,6,1.33,35,0,3.0,HIGH
1,1,1.0,25,0,0.5,LOW
4,4,1.5,39,0,2.0,HIGH
5,4,1.2,28,0,2.5,HIGH
6,6,1.67,18,0,3.0,HIGH
5,4,1.8,43,0,2.5,HIGH
50,8,1.88,26,0,25.0,HIGH
5,5,1.4,34,0,2.5,HIGH
7,5,1.43,16,0,3.5,HIGH
4,3,1.75,37,0,2.0,HIGH
5,4,1.4,28,0,2.5,HIGH
9,7,1.67,36,0,4.5,HIGH
2,2,1.5,46,0,1.0,HIGH
7,6,1.43,28,0,3.5,HIGH
9,6,1.67,32,0,4.5,HIGH
8,5,1.75,41,0,4.0,HIGH
4,3,1.25,37,0,2.0,HIGH
3,3,1.67,22,0,1.5,HIGH
2,2,1.5,35,0,1.0,HIGH
5,4,1.6,37,0,2.5,HIGH
6,4,1.33,31,0,3.0,HIGH
2,2,2.0,33,0,1.0,HIGH
5,4,1.4,25,0,2.5,HIGH
10,6,1.5,55,0,5.0,HIGH
3,2,2.0,28,0,1.5,HIGH
9,7,1.56,44,0,4.5,HIGH
11,7,1.45,20,0,5.5,HIGH
12,6,1.5,30,0,6.0,HIGH
25,7,1.92,27,0,12.5,HIGH
5,4,1.6,15,0,2.5,HIGH
6,3,1.83,26,0,3.0,HIGH
65,4,1.05,30,0,32.5,HIGH
3,3,1.67,49,0,1.5,HIGH
6,5,1.5,34,0,3.0,HIGH
15,6,1.47,45,0,7.5,HIGH
6,5,1.33,27,0,3.0,HIGH
