CSID,CaseMasterID,csdate,cstype,PolicePersonID
637,1801,2023-09-13 00:25:42,A,1964
638,1803,2024-04-01 12:38:45,A,1958
639,1804,2024-11-03 14:52:32,A,2032
640,1806,2023-11-02 20:33:02,A,1921
641,1807,2023-11-29 03:17:53,A,2021
642,1810,2024-05-20 15:19:40,A,2050
643,1814,2024-12-11 13:14:46,A,1947
644,1816,2023-06-28 04:23:49,A,1969
645,1817,2023-09-18 06:41:40,C,1968
646,1818,2023-11-06 22:36:49,A,1965
647,1826,2023-07-06 23:48:24,A,1986
648,1829,2023-06-06 19:16:03,A,2002
649,1831,2024-10-05 03:51:54,A,1920
650,1843,2024-07-30 21:43:44,A,1987
651,1844,2025-01-11 05:15:34,A,1933
652,1847,2023-06-08 08:15:46,A,1972
653,1848,2025-05-22 01:01:17,A,2034
654,1852,2023-07-01 12:29:45,B,1969
655,1856,2023-05-18 05:43:53,A,1974
656,1858,2024-08-16 16:12:41,B,1935
657,1861,2024-11-04 10:20:45,B,2017
658,1862,2024-02-13 16:34:18,A,1954
659,1865,2025-03-11 05:51:15,B,1912
660,1868,2023-12-27 08:39:37,A,2010
661,1869,2023-12-17 16:31:17,C,1909
662,1871,2024-06-17 06:58:46,A,2049
663,1873,2025-03-06 12:04:18,A,1993
664,1878,2023-08-13 11:15:26,C,1900
665,1884,2024-07-10 14:35:43,A,1935
666,1886,2024-10-03 11:07:46,A,2044
667,1890,2023-06-30 06:17:08,B,1957
668,1892,2023-04-08 23:51:29,A,1911
669,1896,2024-09-14 17:56:19,C,1996
670,1902,2024-08-05 17:05:53,A,1970
671,1903,2025-03-24 09:39:21,A,1935
672,1905,2024-08-12 10:09:48,A,1917
673,1907,2024-02-05 07:24:07,A,1982
674,1911,2024-12-22 16:44:51,B,1904
675,1914,2024-03-24 20:43:02,B,2013
676,1919,2023-05-11 02:54:13,A,1965
677,1925,2023-12-16 19:56:07,A,1947
678,1930,2023-06-10 13:11:32,A,1905
679,1932,2024-01-19 12:23:21,A,1931
680,1933,2025-05-03 06:23:27,A,1945
681,1934,2024-01-16 08:47:57,A,1940
682,1936,2025-02-20 13:34:22,A,1903
683,1940,2024-03-17 21:17:10,C,2001
684,1941,2023-07-23 11:14:32,A,2021
685,1942,2024-07-31 02:31:30,C,2007
686,1946,2024-02-17 01:45:12,A,1926
687,1947,2024-04-19 17:17:56,A,1936
688,1956,2025-01-09 00:19:04,A,471
689,1961,2024-07-11 11:05:32,A,2253
690,1964,2024-01-25 14:17:39,A,2267
691,1966,2024-02-11 15:27:19,B,2164
692,1968,2024-10-22 10:49:38,A,437
693,1972,2023-05-29 06:31:38,A,483
694,1973,2023-04-14 11:24:19,A,2235
695,1974,2023-04-13 09:43:58,A,2263
696,1975,2024-06-24 19:59:19,A,2204
697,1979,2024-12-19 09:28:54,A,2219
698,1982,2024-11-09 12:21:21,A,490
699,1984,2024-05-26 10:36:40,B,2172
700,1985,2025-03-17 03:27:56,A,2171
701,1992,2024-10-20 21:58:56,A,2225
702,1994,2023-08-15 00:59:32,A,2157
703,1995,2024-11-11 14:39:00,A,2266
704,1997,2025-02-20 16:11:04,A,494
705,2004,2023-03-30 13:47:12,A,2207
706,2007,2024-11-01 14:30:44,C,462
707,2008,2024-06-18 06:56:56,A,2283
708,2009,2024-02-01 05:09:35,A,2227
709,2016,2023-04-06 06:04:49,A,2192
710,2020,2024-01-31 08:08:04,A,428
711,2021,2024-11-10 01:23:57,A,2194
712,2022,2024-11-01 04:50:56,A,450
713,2024,2025-02-21 12:20:06,A,2144
714,2025,2024-01-08 23:56:38,B,482
715,2028,2024-04-10 23:29:53,A,457
716,2029,2023-09-05 20:28:46,A,2130
717,2033,2024-03-18 06:36:14,A,2206
718,2034,2023-09-04 22:53:45,A,2238
719,2037,2024-12-20 14:06:44,A,2252
720,2042,2025-03-31 12:32:16,A,2151
721,2053,2024-05-28 17:38:36,A,2189
722,2054,2023-06-09 12:59:07,A,429
723,2057,2023-05-09 23:39:10,A,491
724,2058,2024-06-24 19:11:51,A,2135
725,2062,2023-11-13 03:32:45,A,446
726,2070,2024-05-11 14:24:04,A,2250
727,2074,2025-01-24 02:31:54,B,498
728,2075,2024-05-18 05:21:33,C,2271
729,2076,2024-01-23 16:15:04,A,2208
730,2078,2024-02-17 15:08:56,A,459
731,2081,2023-12-01 11:35:48,A,2216
732,2083,2023-06-28 08:11:13,A,487
733,2085,2024-05-10 03:04:51,A,416
734,2087,2024-04-01 09:49:28,A,456
735,2091,2023-12-18 00:07:30,A,2250
736,2093,2024-11-24 07:31:36,A,2137
737,2094,2024-11-20 10:39:18,A,2282
738,2098,2023-07-21 02:44:25,A,2144
739,2099,2023-06-28 17:18:36,A,2129
740,2106,2024-06-01 01:37:19,A,1966
741,2119,2024-08-31 10:43:44,A,1898
742,2125,2024-07-09 22:09:09,A,99
743,2127,2024-01-13 16:09:43,A,1929
744,2130,2024-05-10 20:32:00,A,147
745,2141,2023-05-22 13:09:57,A,1945
746,2142,2023-10-18 05:41:02,A,2037
747,2145,2024-09-08 17:02:40,A,109
748,2146,2024-08-06 02:38:25,A,1934
749,2147,2023-11-22 05:15:30,A,1928
750,2148,2023-09-08 04:31:44,A,2011
751,2160,2024-08-10 05:50:57,C,2026
752,2171,2024-09-27 14:36:26,A,84
753,2172,2024-05-09 05:24:26,A,157
754,2174,2025-01-30 09:58:59,A,1997
755,2175,2023-02-03 14:21:53,A,117
756,2178,2024-04-04 05:41:59,A,1920
757,2179,2023-07-29 12:23:20,A,2039
758,2180,2024-04-25 01:43:13,B,1904
759,2181,2023-10-14 20:30:09,C,92
760,2182,2023-09-11 11:07:46,A,1930
761,2184,2024-11-16 22:19:18,A,1972
762,2185,2024-07-30 14:25:52,A,155
763,2187,2023-03-24 03:54:51,A,1959
764,2190,2025-04-10 12:10:21,A,129
765,2191,2023-11-23 18:22:59,A,1985
766,2193,2023-08-26 12:11:28,A,1913
767,2207,2023-11-09 22:44:59,A,1924
768,2210,2024-06-06 03:38:34,A,1993
769,2212,2023-09-28 11:50:46,C,1918
770,2219,2023-12-06 03:45:52,A,157
771,2222,2024-08-11 01:50:31,A,116
772,2224,2025-04-26 04:29:56,B,151
773,2230,2023-04-03 04:59:54,A,1961
774,2231,2024-10-29 02:27:12,A,144
775,2240,2025-02-02 07:39:22,B,1943
776,2241,2023-10-31 15:06:28,C,2040
777,2243,2024-01-06 18:57:44,A,1950
778,2245,2025-01-17 07:20:42,A,2018
779,2246,2024-10-30 16:51:26,A,1935
780,2247,2025-02-22 00:13:13,B,1981
781,2254,2024-05-13 08:35:47,A,450
782,2255,2023-04-07 18:23:38,A,494
783,2256,2024-10-20 12:38:44,A,473
784,2257,2023-07-03 09:02:42,B,451
785,2259,2024-02-20 18:51:34,A,431
786,2265,2023-10-20 09:07:01,A,2304
787,2271,2023-10-15 02:31:35,A,2340
788,2272,2024-12-25 13:58:04,A,477
789,2278,2024-02-03 19:24:48,A,2326
790,2279,2023-09-28 05:31:08,A,2287
791,2280,2024-02-08 04:07:53,A,2308
792,2282,2023-04-26 02:41:23,A,2296
793,2285,2024-03-01 09:15:27,A,471
794,2286,2024-11-10 17:18:14,A,2350
795,2287,2023-10-06 01:18:09,B,2287
796,2288,2023-10-30 20:13:33,A,479
797,2291,2023-03-01 20:58:16,A,2299
798,2292,2023-10-16 13:48:23,A,421
799,2293,2024-04-20 22:24:06,A,439
800,2296,2024-04-21 01:05:15,A,2329
801,2297,2024-05-09 15:01:49,A,478
802,2298,2024-04-17 11:00:51,C,2349
803,2301,2024-12-19 06:57:29,B,448
804,2302,2024-07-15 07:15:05,B,2351
805,2309,2024-09-06 23:31:26,A,2329
806,2316,2023-11-29 11:26:45,A,2293
807,2319,2024-01-07 19:04:48,C,2306
808,2321,2024-10-06 03:22:34,A,449
809,2323,2023-11-27 07:38:58,B,2307
810,2324,2024-09-22 00:27:07,A,481
811,2332,2025-01-23 19:50:10,B,2332
812,2337,2024-11-11 21:28:19,A,2288
813,2339,2023-11-28 11:38:02,A,2312
814,2340,2024-03-09 15:20:55,A,2290
815,2342,2024-12-29 23:18:38,C,496
816,2343,2024-07-23 19:38:33,B,2305
817,2344,2025-05-04 10:48:17,C,480
818,2345,2024-03-01 18:08:33,A,453
819,2347,2023-05-01 19:40:27,A,2294
820,2348,2024-08-25 11:14:13,A,427
821,2350,2024-01-21 07:06:51,A,2356
822,2355,2024-09-13 03:23:35,A,429
823,2357,2025-04-21 11:31:41,A,2299
824,2358,2024-03-27 16:45:58,A,2291
825,2362,2024-08-25 02:27:14,A,2301
826,2366,2023-05-29 23:15:00,A,470
827,2368,2024-04-28 18:57:31,C,2330
828,2369,2024-11-09 18:34:21,B,2296
829,2373,2025-04-02 17:20:12,A,489
830,2374,2023-07-21 00:28:28,A,2326
831,2375,2024-02-05 22:22:21,A,2307
832,2378,2025-03-15 06:21:51,A,2326
833,2382,2023-06-12 14:53:50,A,2332
834,2383,2025-03-02 11:04:34,C,446
835,2384,2024-06-14 11:44:06,A,2295
836,2386,2025-01-16 04:37:15,A,2353
837,2387,2024-12-22 12:29:26,A,464
838,2388,2025-04-02 11:55:24,B,2309
839,2390,2024-04-08 03:31:18,A,423
840,2391,2023-06-03 22:32:08,A,2336
841,2393,2024-05-31 12:02:31,A,2347
842,2395,2024-12-04 20:16:13,A,423
843,2397,2024-04-22 03:11:02,A,418
844,2398,2024-07-03 22:13:03,A,428
845,2400,2024-10-19 03:07:06,A,454
846,2407,2024-11-03 09:54:36,A,1578
847,2408,2024-09-15 16:49:55,C,1615
848,2412,2024-01-11 23:55:34,A,1587
849,2419,2025-02-01 12:26:45,A,1626
850,2420,2025-01-26 07:41:03,A,1622
851,2427,2024-09-05 15:24:51,B,1602
852,2436,2024-09-13 02:18:50,A,1544
853,2444,2023-10-07 04:42:46,A,1612
854,2447,2023-08-10 05:24:57,B,1515
855,2450,2024-09-28 04:35:50,A,1539
856,2451,2024-02-10 05:34:26,A,1600
857,2452,2023-12-17 21:20:46,A,1525
858,2454,2024-11-29 08:16:10,A,1498
859,2455,2023-08-12 10:49:22,A,1494
860,2456,2023-06-03 11:30:19,A,1549
861,2461,2023-12-22 22:29:18,A,1546
862,2467,2024-05-01 07:24:10,A,1508
863,2468,2023-11-06 10:40:55,A,1583
864,2470,2023-11-18 13:56:03,A,1544
865,2472,2024-08-15 03:37:05,C,1591
866,2473,2024-09-22 18:02:28,A,1553
867,2475,2024-04-16 20:25:59,B,1613
868,2478,2024-03-24 16:32:46,A,1605
869,2482,2023-05-08 16:42:19,A,1635
870,2485,2023-10-10 01:13:49,A,1589
871,2490,2024-10-14 21:44:59,A,1592
872,2493,2023-10-04 17:49:08,A,1519
873,2494,2024-07-13 02:07:59,A,1544
874,2497,2025-01-12 11:49:30,A,1593
875,2499,2023-08-11 14:53:37,C,1544
876,2501,2023-10-14 04:20:55,A,1538
877,2503,2023-04-25 11:52:51,A,1589
878,2504,2023-12-08 02:44:04,A,1551
879,2507,2024-02-21 17:11:36,A,1521
880,2509,2023-09-02 02:12:33,C,1607
881,2511,2023-05-30 07:30:49,A,1580
882,2513,2024-06-13 11:24:57,A,1562
883,2514,2023-12-22 17:00:18,A,1500
884,2515,2024-04-30 04:51:34,A,1632
885,2519,2024-02-21 08:03:08,A,1496
886,2520,2023-12-14 02:15:26,A,1579
887,2524,2024-02-25 09:14:27,A,1542
888,2526,2024-04-15 18:42:50,A,1634
889,2530,2023-06-25 13:42:38,A,1637
890,2531,2023-06-04 17:14:36,B,1565
891,2532,2024-04-01 22:08:47,A,1589
892,2535,2024-03-28 23:53:15,B,1548
893,2536,2023-07-18 06:50:14,A,1609
894,2537,2024-06-04 09:58:23,B,1541
895,2541,2023-03-27 06:16:29,A,1517
896,2542,2024-01-22 00:40:40,A,1574
897,2545,2023-12-09 20:25:29,A,1540
898,2546,2024-10-16 03:39:59,A,1491
899,2550,2024-08-30 12:13:13,C,1502
900,2553,2023-07-01 19:19:37,A,166
901,2555,2024-02-21 22:36:43,A,217
902,2559,2025-02-14 10:31:01,C,1723
903,2561,2023-05-14 00:11:28,A,254
904,2565,2024-11-01 21:58:09,A,232
905,2566,2023-08-30 15:20:00,C,191
906,2567,2023-11-19 11:24:29,A,1692
907,2571,2025-02-27 10:26:42,A,234
908,2572,2024-02-23 13:39:09,A,1662
909,2576,2024-11-15 01:50:17,A,214
910,2583,2024-07-27 01:51:17,A,1664
911,2588,2024-09-27 14:53:20,A,1730
912,2590,2024-03-07 03:50:52,B,1725
913,2592,2025-01-14 11:32:31,A,215
914,2593,2024-02-20 22:14:55,A,1706
915,2595,2024-05-01 18:54:17,B,1648
916,2597,2023-09-09 13:30:14,A,231
917,2598,2023-12-10 18:39:40,A,188
918,2601,2025-03-27 17:34:01,A,199
919,2602,2023-10-21 10:27:44,A,238
920,2611,2025-03-03 21:19:49,A,246
921,2612,2025-02-24 06:50:33,A,1715
922,2616,2024-04-25 09:27:42,B,229
923,2617,2024-08-17 20:45:06,A,179
924,2621,2025-02-19 07:03:34,A,1688
925,2627,2023-10-27 16:58:05,B,1719
926,2629,2023-10-19 16:42:12,A,214
927,2634,2025-02-09 02:37:12,A,1689
928,2636,2023-05-12 08:18:02,B,206
929,2638,2023-08-10 00:42:01,A,1729
930,2643,2023-10-13 11:09:24,A,192
931,2644,2025-03-07 04:12:58,A,193
932,2645,2023-08-02 10:44:24,A,246
933,2647,2023-07-17 20:01:43,B,1682
934,2651,2025-03-29 20:47:07,A,207
935,2652,2024-12-21 20:27:27,B,1700
936,2656,2023-11-28 19:49:28,A,216
937,2657,2025-05-18 19:03:07,A,193
938,2661,2024-12-16 18:45:25,A,179
939,2669,2024-07-22 00:20:26,A,182
940,2670,2023-05-28 17:18:41,A,1683
941,2675,2023-11-15 14:33:53,A,242
942,2686,2024-05-17 06:59:21,A,195
943,2688,2024-04-18 00:10:09,B,222
944,2691,2025-04-20 10:32:05,A,240
945,2692,2025-01-16 01:17:05,A,252
946,2694,2024-02-25 13:54:50,A,1697
947,2695,2025-03-20 17:23:46,A,1652
948,2696,2024-12-10 05:34:01,A,1708
949,2699,2023-07-04 03:04:51,A,1672
950,2702,2023-11-19 10:46:47,A,1332
951,2705,2024-10-17 17:16:54,C,1347
952,2708,2024-08-02 22:57:49,A,1371
953,2717,2024-10-14 22:20:23,A,1328
954,2724,2024-06-01 13:01:32,A,1381
955,2729,2023-10-23 21:28:14,A,1382
956,2730,2025-03-15 07:10:19,A,1391
957,2731,2024-10-10 01:38:49,A,1340
958,2737,2024-06-08 12:05:26,A,1365
959,2740,2023-11-08 13:59:25,A,1365
960,2745,2023-08-30 02:23:07,A,1248
961,2747,2023-06-12 08:52:49,A,1404
962,2750,2024-06-03 04:29:45,A,1268
963,2751,2023-10-20 13:40:36,C,1264
964,2753,2024-03-13 04:23:26,A,1293
965,2755,2024-02-11 19:03:40,C,1369
966,2757,2024-06-20 02:38:39,A,1323
967,2759,2025-03-29 00:50:21,B,1350
968,2763,2024-10-03 14:19:09,A,1251
969,2768,2024-07-24 19:51:58,A,1323
970,2770,2025-03-31 17:41:39,A,1402
971,2774,2024-05-01 05:48:51,A,1319
972,2777,2023-03-22 13:30:40,A,1358
973,2778,2024-04-24 07:09:36,A,1329
974,2780,2023-05-07 14:49:34,B,1323
975,2785,2023-06-19 07:14:34,A,1335
976,2786,2023-10-04 15:03:23,A,1360
977,2787,2025-03-31 06:25:24,A,1346
978,2789,2023-06-28 20:39:06,A,1338
979,2793,2025-02-17 06:34:51,A,1363
980,2794,2024-05-08 14:44:08,A,1404
981,2795,2024-06-24 07:21:51,A,1283
982,2799,2025-02-20 12:00:17,A,1289
983,2803,2025-05-23 06:16:05,A,1348
984,2808,2023-10-23 00:19:37,A,1302
985,2810,2024-09-05 20:10:42,B,1348
986,2814,2024-08-19 08:45:48,A,1401
987,2817,2024-09-26 15:05:51,B,1305
988,2820,2025-01-10 23:32:57,A,1373
989,2822,2023-07-29 15:04:33,A,1393
990,2825,2024-12-11 19:13:33,B,1302
991,2826,2024-10-18 10:47:53,A,1379
992,2831,2024-08-17 22:28:27,A,1339
993,2834,2025-01-30 07:48:51,A,1377
994,2836,2024-01-05 15:13:43,A,1385
995,2843,2024-03-22 08:41:05,A,1370
996,2846,2024-07-23 13:11:14,A,1273
997,2848,2025-02-15 00:31:21,A,1401
998,2854,2023-07-23 23:47:24,B,1872
999,2855,2024-07-09 03:06:58,A,1874
1000,2858,2023-10-15 20:35:56,A,1854
1001,2862,2025-04-01 04:32:29,A,60
1002,2863,2023-12-17 06:44:00,B,1848
1003,2864,2023-07-11 11:26:40,B,3
1004,2868,2023-06-23 19:32:05,A,59
1005,2869,2024-04-18 16:12:16,B,7
1006,2871,2025-02-12 09:09:45,A,19
1007,2873,2025-01-20 22:58:36,A,31
1008,2876,2023-08-05 18:45:16,A,48
1009,2879,2024-12-11 19:47:10,A,3
1010,2882,2024-12-05 04:39:45,A,21
1011,2883,2025-03-14 16:44:27,B,1834
1012,2889,2024-03-03 04:02:54,A,50
1013,2893,2025-01-08 19:08:40,A,46
1014,2895,2025-01-21 01:03:52,C,30
1015,2896,2025-01-03 02:14:23,A,5
1016,2905,2023-06-08 06:28:18,A,1832
1017,2909,2024-01-06 23:09:44,C,59
1018,2912,2024-02-16 10:41:44,C,1860
1019,2918,2023-09-02 19:01:52,A,67
1020,2922,2025-03-09 16:51:48,A,1840
1021,2923,2023-09-29 16:41:37,A,16
1022,2924,2024-01-10 14:16:47,A,35
1023,2928,2024-06-17 15:15:24,A,1818
1024,2929,2024-12-20 09:39:25,A,1842
1025,2931,2024-01-15 19:03:20,A,5
1026,2941,2023-10-07 16:27:30,A,1836
1027,2944,2024-08-01 11:43:31,A,4
1028,2947,2023-12-31 13:29:46,A,1815
1029,2953,2023-07-16 18:31:21,A,71
1030,2954,2023-04-13 18:13:57,B,13
1031,2957,2024-12-24 01:17:52,C,1828
1032,2958,2024-11-20 21:04:55,A,1816
1033,2963,2023-08-12 16:04:44,A,1849
1034,2964,2025-05-03 21:48:59,A,1877
1035,2967,2024-02-10 01:59:23,C,1835
1036,2972,2023-06-28 13:55:57,A,1832
1037,2975,2024-07-09 06:04:18,A,1879
1038,2978,2025-01-30 14:22:57,A,29
1039,2979,2023-10-09 05:49:47,A,75
1040,2981,2023-10-08 09:27:00,A,1812
1041,2984,2025-01-06 17:55:21,C,1833
1042,2989,2023-04-03 12:51:51,A,1857
1043,2996,2023-06-23 01:46:23,C,64
1044,2997,2024-10-27 05:44:04,B,1857
1045,2999,2024-06-26 03:42:17,B,1869
1046,3007,2025-03-25 12:13:31,A,2224
1047,3008,2023-06-13 04:32:45,A,1532
1048,3009,2024-06-16 00:49:16,A,1375
1049,3012,2024-10-28 03:02:44,A,1643
1050,3014,2024-07-26 02:17:05,A,1316
1051,3018,2023-11-11 05:38:11,A,220
1052,3027,2025-02-10 08:52:31,C,1922
1053,3036,2023-07-27 22:11:56,C,1468
1054,3039,2023-04-22 19:14:17,B,63
1055,3048,2023-09-20 15:02:16,A,344
1056,3050,2023-02-05 02:35:49,A,875
1057,3051,2024-02-19 05:42:21,A,456
1058,3052,2023-05-28 13:37:23,A,908
1059,3057,2025-01-13 10:36:41,B,1141
1060,3058,2024-12-18 03:58:21,B,1918
1061,3061,2023-08-27 21:45:06,A,2292
1062,3063,2023-04-06 06:16:22,A,1362
1063,3066,2024-03-16 15:53:58,C,1937
1064,3067,2024-07-04 12:34:33,A,1615
1065,3072,2023-11-23 06:00:20,A,1116
1066,3073,2024-07-11 18:23:10,A,2229
1067,3076,2024-03-05 07:24:44,A,2133
1068,3078,2024-09-13 12:19:29,B,621
1069,3085,2024-05-23 05:21:30,A,984
1070,3086,2023-04-12 11:04:45,A,1943
1071,3087,2023-09-08 22:00:34,A,7
1072,3090,2023-06-14 16:51:56,A,271
1073,3097,2023-10-18 19:04:24,A,1446
1074,3098,2023-11-12 05:55:00,A,1950
1075,3106,2024-02-29 09:33:43,A,269
1076,3110,2024-09-22 10:21:46,A,2027
1077,3114,2023-08-31 16:25:26,A,1331
1078,3116,2024-02-02 01:18:58,A,356
1079,3120,2024-11-03 03:56:14,A,1122
1080,3121,2024-02-14 05:13:16,A,1290
1081,3122,2024-05-13 22:42:30,A,1855
1082,3125,2025-04-02 04:13:46,B,1636
1083,3127,2023-11-30 17:31:35,A,2240
1084,3138,2024-06-22 08:22:34,A,1556
1085,3140,2023-03-05 04:20:51,B,1158
1086,3141,2023-11-22 11:49:59,A,877
1087,3143,2024-01-31 10:15:47,A,810
1088,3144,2024-07-27 20:28:09,B,117
1089,3145,2024-08-21 09:07:26,A,1912
1090,3148,2024-05-15 03:05:13,A,1011
1091,3153,2024-03-12 16:56:00,A,906
1092,3154,2023-10-23 01:41:07,A,2337
1093,3155,2023-09-09 22:27:41,A,267
1094,3157,2024-02-23 14:21:50,C,2040
1095,3160,2025-04-10 09:49:12,A,73
1096,3163,2024-08-13 00:43:47,A,2355
1097,3165,2023-04-05 19:36:06,A,11
1098,3176,2023-12-02 04:03:00,C,157
1099,3180,2025-03-07 07:09:33,A,2422
1100,3181,2024-01-04 07:05:25,A,1403
1101,3182,2023-04-18 09:06:20,A,120
1102,3183,2025-04-08 13:25:30,C,2224
1103,3188,2023-12-19 17:46:48,A,540
1104,3193,2024-02-03 08:01:54,A,874
1105,3194,2023-09-21 03:48:48,A,1251
1106,3195,2024-08-27 07:09:55,A,1312
1107,3198,2024-05-03 01:31:09,A,1311
1108,3200,2024-10-10 21:04:48,A,931
1109,3201,2023-06-23 15:08:17,A,2316
1110,3204,2024-11-25 10:22:26,A,2337
1111,3206,2023-03-04 09:22:59,A,546
1112,3207,2023-06-19 08:47:20,C,2377
1113,3208,2024-06-14 23:04:07,A,766
1114,3209,2023-12-18 20:27:03,A,1920
1115,3219,2024-10-30 09:24:34,A,1979
1116,3220,2024-05-05 07:30:24,A,2411
1117,3221,2023-11-03 10:16:51,A,2151
1118,3223,2024-10-01 23:41:17,A,1185
1119,3224,2024-08-04 14:23:57,A,225
1120,3226,2023-08-24 11:34:44,C,1321
1121,3227,2024-10-06 06:15:27,B,334
1122,3229,2024-02-13 02:12:40,A,2272
1123,3232,2023-06-12 17:53:18,C,1994
1124,3233,2024-02-10 23:40:30,A,2194
1125,3236,2025-01-06 02:46:14,A,2317
1126,3239,2025-03-29 10:12:59,A,1272
1127,3247,2024-02-03 20:46:15,A,1472
1128,3248,2023-09-21 04:46:38,A,1391
1129,3249,2023-09-23 22:29:36,A,290
1130,3251,2024-08-21 04:12:05,C,875
1131,3254,2023-08-25 17:56:00,C,2213
1132,3255,2023-08-04 01:07:04,A,1781
1133,3258,2024-09-04 01:35:09,A,1432
1134,3260,2024-11-28 18:24:44,B,2140
1135,3265,2024-06-07 21:57:59,A,1809
1136,3266,2024-10-12 20:01:56,B,1279
1137,3267,2023-09-05 01:37:59,A,1587
1138,3275,2024-08-08 19:58:25,A,524
1139,3279,2024-01-12 13:34:09,C,2421
1140,3280,2024-09-21 05:15:32,A,2255
1141,3281,2024-02-16 04:10:34,A,689
1142,3290,2023-08-13 14:16:32,B,2138
1143,3291,2024-04-20 03:19:37,A,535
1144,3293,2025-01-04 21:01:25,A,1293
1145,3295,2024-12-26 07:35:54,A,1716
1146,3297,2023-04-30 04:11:46,C,1111
1147,3300,2024-12-18 17:09:20,A,1547
1148,3310,2024-02-22 00:03:59,A,415
1149,3314,2024-01-14 11:35:24,A,2196
1150,3317,2023-12-01 12:53:45,C,198
1151,3319,2024-05-05 18:26:59,A,1209
1152,3322,2023-08-20 12:13:39,A,774
1153,3328,2025-02-13 14:55:36,A,1909
1154,3331,2024-03-07 23:12:01,A,1881
1155,3332,2023-05-27 05:45:49,C,168
1156,3335,2024-03-27 10:53:51,A,237
1157,3336,2024-06-13 10:07:03,C,371
1158,3338,2023-05-23 04:16:28,A,1926
1159,3342,2024-02-03 07:54:04,A,1446
1160,3343,2023-10-20 08:17:45,A,1002
1161,3344,2023-07-14 21:24:33,C,183
1162,3345,2023-09-04 03:59:29,A,1535
1163,3346,2023-12-21 14:49:19,A,593
1164,3348,2024-09-21 20:34:51,A,98
1165,3349,2024-08-03 12:16:51,A,1553
1166,3350,2024-05-03 09:53:37,A,377
1167,3358,2025-05-20 09:05:07,A,1083
1168,3360,2024-09-19 05:09:12,A,2301
1169,3369,2023-07-25 20:55:28,A,1966
1170,3372,2024-02-29 23:35:26,A,1195
1171,3378,2023-12-27 02:27:31,A,1145
1172,3382,2024-10-17 03:08:42,C,234
1173,3383,2023-04-17 08:20:19,A,796
1174,3384,2023-06-03 04:37:27,A,106
1175,3386,2025-02-23 16:33:23,A,793
1176,3390,2024-07-02 20:44:48,A,1690
1177,3395,2023-05-05 10:46:04,A,367
1178,3400,2024-03-04 20:55:16,C,1075
1179,3402,2025-03-10 21:52:32,A,263
1180,3409,2023-05-24 10:42:51,A,416
1181,3413,2024-07-01 05:27:01,A,1355
1182,3417,2024-11-22 04:38:06,B,2337
1183,3421,2023-12-17 21:17:45,C,653
1184,3423,2023-05-05 00:56:21,B,927
1185,3424,2024-03-15 05:37:27,C,1654
1186,3430,2024-06-01 20:24:18,A,945
1187,3431,2023-05-29 07:22:27,A,1935
1188,3433,2025-03-09 05:02:14,A,2129
1189,3434,2024-05-06 05:13:34,A,2009
1190,3435,2024-04-27 14:52:22,A,791
1191,3436,2024-11-26 01:00:30,A,874
1192,3438,2024-11-01 12:00:07,A,2074
1193,3441,2023-05-30 15:38:30,A,1971
1194,3443,2024-03-21 01:05:37,A,1196
1195,3446,2024-11-24 12:47:59,A,599
1196,3447,2023-10-31 18:45:48,B,2371
1197,3448,2024-02-08 12:26:09,A,2265
1198,3449,2023-07-04 05:09:42,A,1757
1199,3450,2024-01-24 10:17:08,A,1019
1200,3454,2025-01-31 11:40:34,A,276
1201,3457,2023-11-15 08:14:49,A,962
1202,3462,2023-10-05 01:27:21,A,935
1203,3466,2023-06-20 17:27:41,A,1817
1204,3474,2023-03-01 01:41:01,A,1795
1205,3476,2024-05-24 02:02:36,A,555
1206,3478,2024-04-14 22:41:40,A,50
1207,3479,2023-09-18 11:41:34,A,1757
1208,3483,2023-06-15 00:38:00,A,880
1209,3486,2023-04-17 05:04:50,A,2105
1210,3487,2023-12-16 10:19:19,A,1324
1211,3492,2024-05-19 05:51:29,A,1981
1212,3493,2024-10-10 10:06:11,A,1159
1213,3495,2025-04-28 11:21:58,B,2099
1214,3496,2025-06-02 14:45:19,A,1240
1215,3506,2024-12-24 14:55:14,B,246
1216,3507,2023-08-26 05:01:39,A,2
1217,3508,2024-05-11 00:00:58,A,1184
1218,3510,2023-07-04 22:56:12,A,2184
1219,3511,2025-03-04 04:00:21,A,1291
1220,3513,2024-11-23 11:35:35,A,881
1221,3514,2025-01-17 01:24:27,B,1868
1222,3515,2023-12-09 15:57:59,A,757
1223,3518,2023-12-19 22:53:54,C,1029
1224,3523,2023-06-02 16:50:37,A,1698
1225,3525,2024-07-02 02:45:18,A,2428
1226,3526,2024-03-21 15:09:09,C,198
1227,3527,2024-12-14 09:48:38,A,1814
1228,3537,2024-10-24 17:26:55,A,93
1229,3540,2025-01-28 05:14:35,A,2436
1230,3541,2025-03-22 07:42:46,A,672
1231,3543,2023-08-26 00:21:39,A,1022
1232,3552,2023-06-15 12:38:41,C,767
1233,3554,2023-12-01 13:29:38,A,748
1234,3556,2024-06-04 21:44:51,B,1241
1235,3559,2023-08-24 14:07:52,C,2298
1236,3561,2023-11-23 01:13:05,A,179
1237,3562,2024-01-22 08:41:36,A,594
1238,3567,2024-05-15 05:20:04,A,401
1239,3575,2023-06-25 01:31:49,A,2419
1240,3576,2024-09-24 18:15:03,A,1942
1241,3579,2024-02-09 04:12:20,B,19
