CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
2266,IPC,420,1,1
2267,IPC,420,1,1
2268,IPC,420,1,1
2269,IPC,420,1,1
2270,IPC,420,1,1
2271,IPC,420,1,1
2272,IPC,420,1,1
2273,IPC,420,1,1
2274,IPC,420,1,1
2275,IPC,420,1,1
2276,IPC,420,1,1
2277,IPC,420,1,1
2278,IPC,420,1,1
2279,IPC,420,1,1
2280,IPC,420,1,1
2281,IPC,420,1,1
2282,IPC,420,1,1
2283,IPC,420,1,1
2284,IPC,420,1,1
2285,IPC,420,1,1
2286,IPC,420,1,1
2287,IPC,420,1,1
2288,IPC,420,1,1
2289,IPC,420,1,1
2290,IPC,420,1,1
2291,IPC,420,1,1
2292,IPC,420,1,1
2293,IPC,420,1,1
2294,IPC,420,1,1
2295,IPC,420,1,1
2296,IPC,420,1,1
2297,IPC,420,1,1
2298,IPC,420,1,1
2299,IPC,420,1,1
2300,IPC,420,1,1
2301,IPC,420,1,1
2302,IPC,420,1,1
2303,IPC,420,1,1
2304,IPC,420,1,1
2305,IPC,420,1,1
2306,IPC,420,1,1
2307,IPC,420,1,1
2308,IPC,420,1,1
2309,IPC,420,1,1
2310,IPC,420,1,1
2311,IPC,420,1,1
2312,IPC,420,1,1
2313,IPC,420,1,1
2314,IPC,420,1,1
2315,IPC,420,1,1
2316,IPC,420,1,1
2317,IPC,420,1,1
2318,IPC,420,1,1
2319,IPC,420,1,1
2320,IPC,420,1,1
2321,IPC,420,1,1
2322,IPC,420,1,1
2323,IPC,420,1,1
2324,IPC,420,1,1
2325,IPC,420,1,1
2326,IPC,420,1,1
2327,IPC,420,1,1
2328,IPC,420,1,1
2329,IPC,420,1,1
2330,IPC,420,1,1
2331,IPC,420,1,1
2332,IPC,420,1,1
2333,IPC,420,1,1
2334,IPC,420,1,1
2335,IPC,420,1,1
2336,IPC,420,1,1
2337,IPC,420,1,1
2338,IPC,420,1,1
2339,IPC,420,1,1
2340,IPC,420,1,1
2341,IPC,420,1,1
2342,IPC,420,1,1
2343,IPC,420,1,1
2344,IPC,420,1,1
2345,IPC,420,1,1
2346,IPC,420,1,1
2347,IPC,420,1,1
2348,IPC,420,1,1
2349,IPC,420,1,1
2350,IPC,420,1,1
2351,IPC,420,1,1
2352,IPC,420,1,1
2353,IPC,420,1,1
2354,IPC,420,1,1
2355,IPC,420,1,1
2356,IPC,420,1,1
2357,IPC,420,1,1
2358,IPC,420,1,1
2359,IPC,420,1,1
2360,IPC,420,1,1
2361,IPC,420,1,1
2362,IPC,420,1,1
2363,IPC,420,1,1
2364,IPC,420,1,1
2365,IPC,420,1,1
2366,IPC,420,1,1
2367,IPC,420,1,1
2368,IPC,420,1,1
2369,IPC,420,1,1
2370,IPC,420,1,1
2371,IPC,420,1,1
2372,IPC,420,1,1
2373,IPC,420,1,1
2374,IPC,420,1,1
2375,IPC,420,1,1
2376,IPC,420,1,1
2377,IPC,420,1,1
2378,IPC,420,1,1
2379,IPC,420,1,1
2380,IPC,420,1,1
2381,IPC,420,1,1
2382,IPC,420,1,1
2383,IPC,420,1,1
2384,IPC,420,1,1
2385,IPC,420,1,1
2386,IPC,420,1,1
2387,IPC,420,1,1
2388,IPC,420,1,1
2389,IPC,420,1,1
2390,IPC,420,1,1
2391,IPC,420,1,1
2392,IPC,420,1,1
2393,IPC,420,1,1
2394,IPC,420,1,1
2395,IPC,420,1,1
2396,IPC,420,1,1
2397,IPC,420,1,1
2398,IPC,420,1,1
2399,IPC,420,1,1
2400,IPC,420,1,1
2401,IPC,498A,1,1
2401,IPC,304B,2,2
2401,IPC,376,3,3
2402,IPC,498A,1,1
2402,IPC,304B,2,2
2403,IPC,498A,1,1
2403,IPC,304B,2,2
2404,IPC,304B,1,1
2405,IPC,376,1,1
2405,IPC,304B,2,2
2406,IPC,304B,1,1
2406,IPC,498A,2,2
2406,IPC,376,3,3
2407,IPC,498A,1,1
2408,IPC,376,1,1
2408,IPC,304B,2,2
2408,IPC,498A,3,3
2409,IPC,498A,1,1
2409,IPC,376,2,2
2410,IPC,304B,1,1
2410,IPC,498A,2,2
2410,IPC,376,3,3
2411,IPC,304B,1,1
2411,IPC,498A,2,2
2412,IPC,498A,1,1
2412,IPC,304B,2,2
2412,IPC,376,3,3
2413,IPC,498A,1,1
2413,IPC,304B,2,2
2413,IPC,376,3,3
2414,IPC,498A,1,1
2414,IPC,376,2,2
2415,IPC,498A,1,1
2415,IPC,376,2,2
2415,IPC,304B,3,3
2416,IPC,498A,1,1
2416,IPC,376,2,2
2416,IPC,304B,3,3
2417,IPC,498A,1,1
2418,IPC,376,1,1
2418,IPC,498A,2,2
2419,IPC,498A,1,1
2419,IPC,376,2,2
2420,IPC,304B,1,1
2420,IPC,498A,2,2
2421,IPC,376,1,1
2421,IPC,498A,2,2
2421,IPC,304B,3,3
2422,IPC,304B,1,1
2422,IPC,376,2,2
2423,IPC,304B,1,1
2423,IPC,498A,2,2
2423,IPC,376,3,3
2424,IPC,376,1,1
2424,IPC,304B,2,2
2424,IPC,498A,3,3
2425,IPC,304B,1,1
2425,IPC,376,2,2
2425,IPC,498A,3,3
2426,IPC,498A,1,1
2426,IPC,304B,2,2
2427,IPC,304B,1,1
2427,IPC,376,2,2
2427,IPC,498A,3,3
2428,IPC,304B,1,1
2429,IPC,376,1,1
2429,IPC,498A,2,2
2429,IPC,304B,3,3
2430,IPC,304B,1,1
2431,IPC,498A,1,1
2432,IPC,304B,1,1
2432,IPC,498A,2,2
2432,IPC,376,3,3
2433,IPC,376,1,1
2433,IPC,498A,2,2
2434,IPC,498A,1,1
2434,IPC,304B,2,2
2435,IPC,498A,1,1
2435,IPC,304B,2,2
2436,IPC,304B,1,1
2436,IPC,376,2,2
2437,IPC,376,1,1
2438,IPC,304B,1,1
2438,IPC,498A,2,2
2438,IPC,376,3,3
2439,IPC,498A,1,1
2440,IPC,498A,1,1
2440,IPC,376,2,2
2441,IPC,376,1,1
2441,IPC,304B,2,2
2441,IPC,498A,3,3
2442,IPC,498A,1,1
2442,IPC,376,2,2
2443,IPC,498A,1,1
2444,IPC,498A,1,1
2444,IPC,304B,2,2
2444,IPC,376,3,3
2445,IPC,498A,1,1
2445,IPC,304B,2,2
2445,IPC,376,3,3
2446,IPC,498A,1,1
2446,IPC,376,2,2
2447,IPC,376,1,1
2448,IPC,304B,1,1
2448,IPC,376,2,2
2448,IPC,498A,3,3
2449,IPC,498A,1,1
2450,IPC,376,1,1
2451,IPC,304B,1,1
2451,IPC,498A,2,2
2451,IPC,376,3,3
2452,IPC,498A,1,1
2453,IPC,304B,1,1
2454,IPC,376,1,1
2455,IPC,498A,1,1
2456,IPC,376,1,1
2456,IPC,498A,2,2
2456,IPC,304B,3,3
2457,IPC,376,1,1
2457,IPC,304B,2,2
2458,IPC,376,1,1
2458,IPC,304B,2,2
2459,IPC,376,1,1
2460,IPC,376,1,1
2460,IPC,498A,2,2
2460,IPC,304B,3,3
2461,IPC,376,1,1
2462,IPC,304B,1,1
2463,IPC,376,1,1
2464,IPC,498A,1,1
2465,IPC,376,1,1
2465,IPC,498A,2,2
2465,IPC,304B,3,3
2466,IPC,376,1,1
2466,IPC,498A,2,2
2466,IPC,304B,3,3
2467,IPC,304B,1,1
2468,IPC,304B,1,1
2468,IPC,376,2,2
2468,IPC,498A,3,3
2469,IPC,376,1,1
2469,IPC,304B,2,2
2470,IPC,304B,1,1
2470,IPC,376,2,2
2470,IPC,498A,3,3
2471,IPC,304B,1,1
2471,IPC,376,2,2
2471,IPC,498A,3,3
2472,IPC,376,1,1
2472,IPC,498A,2,2
2472,IPC,304B,3,3
2473,IPC,304B,1,1
2473,IPC,376,2,2
2474,IPC,304B,1,1
2475,IPC,376,1,1
2475,IPC,304B,2,2
2476,IPC,498A,1,1
2477,IPC,498A,1,1
2478,IPC,498A,1,1
2479,IPC,498A,1,1
2480,IPC,498A,1,1
2480,IPC,304B,2,2
2480,IPC,376,3,3
2481,IPC,498A,1,1
2481,IPC,304B,2,2
2482,IPC,498A,1,1
2482,IPC,376,2,2
2483,IPC,376,1,1
2483,IPC,304B,2,2
2483,IPC,498A,3,3
2484,IPC,376,1,1
2484,IPC,304B,2,2
2484,IPC,498A,3,3
2485,IPC,498A,1,1
2485,IPC,376,2,2
2485,IPC,304B,3,3
2486,IPC,498A,1,1
2487,IPC,498A,1,1
2487,IPC,376,2,2
2488,IPC,376,1,1
2489,IPC,304B,1,1
2490,IPC,376,1,1
2490,IPC,304B,2,2
2491,IPC,304B,1,1
2491,IPC,498A,2,2
2492,IPC,376,1,1
2493,IPC,498A,1,1
2493,IPC,376,2,2
2493,IPC,304B,3,3
2494,IPC,376,1,1
2494,IPC,304B,2,2
2495,IPC,498A,1,1
2496,IPC,304B,1,1
2496,IPC,376,2,2
2497,IPC,376,1,1
2498,IPC,498A,1,1
2499,IPC,376,1,1
2500,IPC,304B,1,1
2501,IPC,498A,1,1
2501,IPC,304B,2,2
2501,IPC,376,3,3
2502,IPC,304B,1,1
2502,IPC,376,2,2
2503,IPC,376,1,1
2504,IPC,498A,1,1
2504,IPC,304B,2,2
2504,IPC,376,3,3
2505,IPC,498A,1,1
2505,IPC,304B,2,2
2506,IPC,304B,1,1
2506,IPC,498A,2,2
2506,IPC,376,3,3
2507,IPC,498A,1,1
2507,IPC,304B,2,2
2507,IPC,376,3,3
2508,IPC,376,1,1
2509,IPC,498A,1,1
2509,IPC,304B,2,2
2510,IPC,304B,1,1
2510,IPC,376,2,2
2511,IPC,498A,1,1
2511,IPC,376,2,2
2512,IPC,376,1,1
2513,IPC,304B,1,1
2513,IPC,498A,2,2
2513,IPC,376,3,3
2514,IPC,498A,1,1
2514,IPC,304B,2,2
2515,IPC,376,1,1
2515,IPC,304B,2,2
2516,IPC,498A,1,1
2517,IPC,304B,1,1
2518,IPC,498A,1,1
2518,IPC,304B,2,2
2519,IPC,304B,1,1
2519,IPC,376,2,2
2520,IPC,376,1,1
2520,IPC,304B,2,2
2520,IPC,498A,3,3
2521,IPC,376,1,1
2521,IPC,304B,2,2
2521,IPC,498A,3,3
2522,IPC,376,1,1
2523,IPC,304B,1,1
2524,IPC,498A,1,1
2525,IPC,376,1,1
2526,IPC,376,1,1
2527,IPC,376,1,1
2527,IPC,304B,2,2
2527,IPC,498A,3,3
2528,IPC,376,1,1
2528,IPC,498A,2,2
2528,IPC,304B,3,3
2529,IPC,376,1,1
2530,IPC,376,1,1
2530,IPC,304B,2,2
2530,IPC,498A,3,3
2531,IPC,498A,1,1
2532,IPC,376,1,1
2532,IPC,304B,2,2
2532,IPC,498A,3,3
2533,IPC,304B,1,1
2533,IPC,498A,2,2
2533,IPC,376,3,3
2534,IPC,376,1,1
2535,IPC,498A,1,1
2536,IPC,304B,1,1
2536,IPC,376,2,2
2536,IPC,498A,3,3
2537,IPC,304B,1,1
2537,IPC,498A,2,2
2537,IPC,376,3,3
2538,IPC,376,1,1
2539,IPC,304B,1,1
2540,IPC,304B,1,1
2541,IPC,376,1,1
2541,IPC,498A,2,2
2542,IPC,498A,1,1
2542,IPC,304B,2,2
2542,IPC,376,3,3
2543,IPC,376,1,1
2544,IPC,498A,1,1
2545,IPC,376,1,1
2545,IPC,498A,2,2
2546,IPC,304B,1,1
2547,IPC,376,1,1
2547,IPC,498A,2,2
2547,IPC,304B,3,3
2548,IPC,376,1,1
2548,IPC,498A,2,2
2549,IPC,304B,1,1
2550,IPC,376,1,1
2550,IPC,304B,2,2
2550,IPC,498A,3,3
2551,IPC,420,1,1
2552,IPC,420,1,1
2553,IPC,420,1,1
2554,IPC,420,1,1
2555,IPC,420,1,1
2556,IPC,420,1,1
2557,IPC,420,1,1
2558,IPC,420,1,1
2559,IPC,420,1,1
2560,IPC,420,1,1
2561,IPC,420,1,1
2562,IPC,420,1,1
2563,IPC,420,1,1
2564,IPC,420,1,1
2565,IPC,420,1,1
2566,IPC,420,1,1
2567,IPC,420,1,1
2568,IPC,420,1,1
2569,IPC,420,1,1
2570,IPC,420,1,1
2571,IPC,420,1,1
2572,IPC,420,1,1
2573,IPC,420,1,1
2574,IPC,420,1,1
2575,IPC,420,1,1
2576,IPC,420,1,1
2577,IPC,420,1,1
2578,IPC,420,1,1
2579,IPC,420,1,1
2580,IPC,420,1,1
2581,IPC,420,1,1
2582,IPC,420,1,1
2583,IPC,420,1,1
2584,IPC,420,1,1
2585,IPC,420,1,1
2586,IPC,420,1,1
2587,IPC,420,1,1
2588,IPC,420,1,1
2589,IPC,420,1,1
2590,IPC,420,1,1
2591,IPC,420,1,1
2592,IPC,420,1,1
2593,IPC,420,1,1
2594,IPC,420,1,1
2595,IPC,420,1,1
2596,IPC,420,1,1
2597,IPC,420,1,1
2598,IPC,420,1,1
2599,IPC,420,1,1
2600,IPC,420,1,1
2601,IPC,420,1,1
2602,IPC,420,1,1
2603,IPC,420,1,1
2604,IPC,420,1,1
2605,IPC,420,1,1
2606,IPC,420,1,1
2607,IPC,420,1,1
2608,IPC,420,1,1
2609,IPC,420,1,1
2610,IPC,420,1,1
2611,IPC,420,1,1
2612,IPC,420,1,1
2613,IPC,420,1,1
2614,IPC,420,1,1
2615,IPC,420,1,1
2616,IPC,420,1,1
2617,IPC,420,1,1
2618,IPC,420,1,1
2619,IPC,420,1,1
2620,IPC,420,1,1
2621,IPC,420,1,1
2622,IPC,420,1,1
2623,IPC,420,1,1
2624,IPC,420,1,1
2625,IPC,420,1,1
2626,IPC,420,1,1
2627,IPC,420,1,1
2628,IPC,420,1,1
2629,IPC,420,1,1
2630,IPC,420,1,1
2631,IPC,420,1,1
2632,IPC,420,1,1
2633,IPC,420,1,1
2634,IPC,420,1,1
2635,IPC,420,1,1
2636,IPC,420,1,1
2637,IPC,420,1,1
2638,IPC,420,1,1
2639,IPC,420,1,1
2640,IPC,420,1,1
2641,IPC,420,1,1
2642,IPC,420,1,1
2643,IPC,420,1,1
2644,IPC,420,1,1
2645,IPC,420,1,1
2646,IPC,420,1,1
2647,IPC,420,1,1
2648,IPC,420,1,1
2649,IPC,420,1,1
2650,IPC,420,1,1
2651,IPC,420,1,1
2652,IPC,420,1,1
2653,IPC,420,1,1
2654,IPC,420,1,1
2655,IPC,420,1,1
2656,IPC,420,1,1
2657,IPC,420,1,1
2658,IPC,420,1,1
2659,IPC,420,1,1
2660,IPC,420,1,1
2661,IPC,420,1,1
2662,IPC,420,1,1
2663,IPC,420,1,1
2664,IPC,420,1,1
2665,IPC,420,1,1
2666,IPC,420,1,1
2667,IPC,420,1,1
2668,IPC,420,1,1
2669,IPC,420,1,1
2670,IPC,420,1,1
2671,IPC,420,1,1
2672,IPC,420,1,1
2673,IPC,420,1,1
2674,IPC,420,1,1
2675,IPC,420,1,1
2676,IPC,420,1,1
2677,IPC,420,1,1
2678,IPC,420,1,1
2679,IPC,420,1,1
2680,IPC,420,1,1
2681,IPC,420,1,1
2682,IPC,420,1,1
2683,IPC,420,1,1
2684,IPC,420,1,1
2685,IPC,420,1,1
2686,IPC,420,1,1
2687,IPC,420,1,1
2688,IPC,420,1,1
2689,IPC,420,1,1
2690,IPC,420,1,1
2691,IPC,420,1,1
2692,IPC,420,1,1
2693,IPC,420,1,1
2694,IPC,420,1,1
2695,IPC,420,1,1
2696,IPC,420,1,1
2697,IPC,420,1,1
2698,IPC,420,1,1
2699,IPC,420,1,1
2700,IPC,420,1,1
2701,ARMS,25,1,1
2701,ARMS,27,2,2
2702,ARMS,27,1,1
2702,ARMS,25,2,2
2703,ARMS,25,1,1
2703,ARMS,27,2,2
2704,ARMS,25,1,1
2704,ARMS,27,2,2
2705,ARMS,25,1,1
2705,ARMS,27,2,2
2706,ARMS,27,1,1
2706,ARMS,25,2,2
2707,ARMS,27,1,1
2707,ARMS,25,2,2
2708,ARMS,25,1,1
2708,ARMS,27,2,2
2709,ARMS,27,1,1
2710,ARMS,27,1,1
2711,ARMS,27,1,1
2711,ARMS,25,2,2
2712,ARMS,25,1,1
2712,ARMS,27,2,2
2713,ARMS,25,1,1
2714,ARMS,25,1,1
2715,ARMS,27,1,1
2715,ARMS,25,2,2
2716,ARMS,27,1,1
2717,ARMS,25,1,1
2718,ARMS,27,1,1
2719,ARMS,25,1,1
2719,ARMS,27,2,2
2720,ARMS,25,1,1
2720,ARMS,27,2,2
2721,ARMS,25,1,1
2721,ARMS,27,2,2
2722,ARMS,25,1,1
2722,ARMS,27,2,2
2723,ARMS,25,1,1
2723,ARMS,27,2,2
2724,ARMS,25,1,1
2724,ARMS,27,2,2
2725,ARMS,25,1,1
2726,ARMS,27,1,1
2727,ARMS,25,1,1
2727,ARMS,27,2,2
2728,ARMS,25,1,1
2728,ARMS,27,2,2
2729,ARMS,27,1,1
2729,ARMS,25,2,2
2730,ARMS,27,1,1
2731,ARMS,25,1,1
2731,ARMS,27,2,2
2732,ARMS,25,1,1
2732,ARMS,27,2,2
2733,ARMS,27,1,1
2733,ARMS,25,2,2
2734,ARMS,27,1,1
2734,ARMS,25,2,2
2735,ARMS,25,1,1
2735,ARMS,27,2,2
2736,ARMS,27,1,1
2736,ARMS,25,2,2
2737,ARMS,25,1,1
2738,ARMS,25,1,1
2739,ARMS,25,1,1
2739,ARMS,27,2,2
2740,ARMS,25,1,1
2740,ARMS,27,2,2
2741,ARMS,27,1,1
2742,ARMS,25,1,1
2742,ARMS,27,2,2
2743,ARMS,25,1,1
2744,ARMS,27,1,1
2744,ARMS,25,2,2
2745,ARMS,27,1,1
2746,ARMS,25,1,1
2746,ARMS,27,2,2
2747,ARMS,27,1,1
2747,ARMS,25,2,2
2748,ARMS,27,1,1
2748,ARMS,25,2,2
2749,ARMS,25,1,1
2750,ARMS,25,1,1
2750,ARMS,27,2,2
2751,ARMS,27,1,1
2751,ARMS,25,2,2
2752,ARMS,25,1,1
2752,ARMS,27,2,2
2753,ARMS,25,1,1
2754,ARMS,27,1,1
2755,ARMS,27,1,1
2756,ARMS,27,1,1
2757,ARMS,27,1,1
2757,ARMS,25,2,2
2758,ARMS,25,1,1
2758,ARMS,27,2,2
2759,ARMS,25,1,1
2759,ARMS,27,2,2
2760,ARMS,25,1,1
2760,ARMS,27,2,2
2761,ARMS,27,1,1
2762,ARMS,25,1,1
2762,ARMS,27,2,2
2763,ARMS,27,1,1
2763,ARMS,25,2,2
2764,ARMS,27,1,1
2764,ARMS,25,2,2
2765,ARMS,25,1,1
2765,ARMS,27,2,2
2766,ARMS,25,1,1
2766,ARMS,27,2,2
2767,ARMS,25,1,1
2767,ARMS,27,2,2
2768,ARMS,27,1,1
2768,ARMS,25,2,2
2769,ARMS,25,1,1
2770,ARMS,27,1,1
2770,ARMS,25,2,2
2771,ARMS,25,1,1
2771,ARMS,27,2,2
2772,ARMS,25,1,1
2772,ARMS,27,2,2
2773,ARMS,25,1,1
2773,ARMS,27,2,2
2774,ARMS,27,1,1
2774,ARMS,25,2,2
2775,ARMS,25,1,1
2776,ARMS,27,1,1
2776,ARMS,25,2,2
2777,ARMS,25,1,1
2777,ARMS,27,2,2
2778,ARMS,25,1,1
2778,ARMS,27,2,2
2779,ARMS,27,1,1
2780,ARMS,27,1,1
2780,ARMS,25,2,2
2781,ARMS,25,1,1
2781,ARMS,27,2,2
2782,ARMS,25,1,1
2782,ARMS,27,2,2
2783,ARMS,25,1,1
2784,ARMS,27,1,1
2784,ARMS,25,2,2
2785,ARMS,25,1,1
2785,ARMS,27,2,2
2786,ARMS,27,1,1
2787,ARMS,27,1,1
2788,ARMS,25,1,1
2788,ARMS,27,2,2
2789,ARMS,25,1,1
2790,ARMS,25,1,1
2790,ARMS,27,2,2
2791,ARMS,27,1,1
2791,ARMS,25,2,2
2792,ARMS,27,1,1
2793,ARMS,25,1,1
2793,ARMS,27,2,2
2794,ARMS,27,1,1
2794,ARMS,25,2,2
2795,ARMS,27,1,1
2795,ARMS,25,2,2
2796,ARMS,27,1,1
2796,ARMS,25,2,2
2797,ARMS,25,1,1
2797,ARMS,27,2,2
2798,ARMS,25,1,1
2798,ARMS,27,2,2
2799,ARMS,25,1,1
2799,ARMS,27,2,2
2800,ARMS,25,1,1
2801,ARMS,25,1,1
2802,ARMS,27,1,1
2802,ARMS,25,2,2
2803,ARMS,27,1,1
2804,ARMS,25,1,1
2805,ARMS,25,1,1
2805,ARMS,27,2,2
2806,ARMS,25,1,1
2806,ARMS,27,2,2
2807,ARMS,25,1,1
2808,ARMS,27,1,1
2808,ARMS,25,2,2
2809,ARMS,27,1,1
2809,ARMS,25,2,2
2810,ARMS,27,1,1
2811,ARMS,27,1,1
2811,ARMS,25,2,2
2812,ARMS,25,1,1
2813,ARMS,27,1,1
2813,ARMS,25,2,2
2814,ARMS,27,1,1
2814,ARMS,25,2,2
2815,ARMS,25,1,1
2815,ARMS,27,2,2
2816,ARMS,27,1,1
2816,ARMS,25,2,2
2817,ARMS,27,1,1
2817,ARMS,25,2,2
2818,ARMS,27,1,1
2818,ARMS,25,2,2
2819,ARMS,25,1,1
2819,ARMS,27,2,2
2820,ARMS,27,1,1
2820,ARMS,25,2,2
2821,ARMS,27,1,1
2822,ARMS,25,1,1
2822,ARMS,27,2,2
2823,ARMS,27,1,1
2823,ARMS,25,2,2
2824,ARMS,27,1,1
2824,ARMS,25,2,2
2825,ARMS,25,1,1
2825,ARMS,27,2,2
2826,ARMS,27,1,1
2826,ARMS,25,2,2
2827,ARMS,25,1,1
2827,ARMS,27,2,2
2828,ARMS,27,1,1
2829,ARMS,25,1,1
2830,ARMS,25,1,1
2831,ARMS,27,1,1
2831,ARMS,25,2,2
2832,ARMS,25,1,1
2832,ARMS,27,2,2
2833,ARMS,25,1,1
2833,ARMS,27,2,2
2834,ARMS,27,1,1
2834,ARMS,25,2,2
2835,ARMS,27,1,1
2836,ARMS,27,1,1
2836,ARMS,25,2,2
2837,ARMS,27,1,1
2838,ARMS,27,1,1
2839,ARMS,25,1,1
2839,ARMS,27,2,2
2840,ARMS,25,1,1
2841,ARMS,27,1,1
2841,ARMS,25,2,2
2842,ARMS,27,1,1
2842,ARMS,25,2,2
2843,ARMS,25,1,1
2843,ARMS,27,2,2
2844,ARMS,27,1,1
2845,ARMS,27,1,1
2845,ARMS,25,2,2
2846,ARMS,27,1,1
2846,ARMS,25,2,2
2847,ARMS,27,1,1
2847,ARMS,25,2,2
2848,ARMS,27,1,1
2849,ARMS,25,1,1
2850,ARMS,25,1,1
2851,IT_ACT,66C,1,1
2851,IT_ACT,43,2,2
2851,IT_ACT,66D,3,3
2852,IT_ACT,66D,1,1
2852,IT_ACT,43,2,2
2853,IT_ACT,43,1,1
2853,IT_ACT,66C,2,2
2854,IT_ACT,43,1,1
2855,IT_ACT,66C,1,1
2856,IT_ACT,66D,1,1
2856,IT_ACT,66C,2,2
2857,IT_ACT,66D,1,1
2857,IT_ACT,43,2,2
2857,IT_ACT,66C,3,3
2858,IT_ACT,66C,1,1
2859,IT_ACT,66C,1,1
2860,IT_ACT,66D,1,1
2860,IT_ACT,66C,2,2
2860,IT_ACT,43,3,3
2861,IT_ACT,66C,1,1
2861,IT_ACT,43,2,2
2862,IT_ACT,66C,1,1
2862,IT_ACT,66D,2,2
2863,IT_ACT,66C,1,1
2863,IT_ACT,43,2,2
2863,IT_ACT,66D,3,3
2864,IT_ACT,66C,1,1
2864,IT_ACT,43,2,2
2865,IT_ACT,66D,1,1
2866,IT_ACT,66D,1,1
2866,IT_ACT,43,2,2
2866,IT_ACT,66C,3,3
2867,IT_ACT,43,1,1
2867,IT_ACT,66C,2,2
2867,IT_ACT,66D,3,3
2868,IT_ACT,66C,1,1
2869,IT_ACT,66D,1,1
2869,IT_ACT,66C,2,2
2869,IT_ACT,43,3,3
2870,IT_ACT,43,1,1
2871,IT_ACT,66D,1,1
2871,IT_ACT,43,2,2
2872,IT_ACT,66D,1,1
2872,IT_ACT,43,2,2
2873,IT_ACT,66D,1,1
2874,IT_ACT,66D,1,1
2874,IT_ACT,66C,2,2
2874,IT_ACT,43,3,3
2875,IT_ACT,66D,1,1
2875,IT_ACT,66C,2,2
2876,IT_ACT,66C,1,1
2876,IT_ACT,43,2,2
2877,IT_ACT,43,1,1
2878,IT_ACT,66D,1,1
2879,IT_ACT,66C,1,1
2880,IT_ACT,43,1,1
2880,IT_ACT,66D,2,2
2881,IT_ACT,66D,1,1
2881,IT_ACT,43,2,2
2882,IT_ACT,66C,1,1
2882,IT_ACT,66D,2,2
2882,IT_ACT,43,3,3
2883,IT_ACT,43,1,1
2884,IT_ACT,43,1,1
2884,IT_ACT,66C,2,2
2884,IT_ACT,66D,3,3
2885,IT_ACT,66D,1,1
2885,IT_ACT,43,2,2
2886,IT_ACT,66D,1,1
2886,IT_ACT,66C,2,2
2887,IT_ACT,66D,1,1
2887,IT_ACT,43,2,2
2888,IT_ACT,66C,1,1
2889,IT_ACT,66D,1,1
2889,IT_ACT,43,2,2
2889,IT_ACT,66C,3,3
2890,IT_ACT,66C,1,1
2890,IT_ACT,66D,2,2
2890,IT_ACT,43,3,3
2891,IT_ACT,43,1,1
2892,IT_ACT,66C,1,1
2892,IT_ACT,66D,2,2
2892,IT_ACT,43,3,3
2893,IT_ACT,66C,1,1
2893,IT_ACT,66D,2,2
2893,IT_ACT,43,3,3
2894,IT_ACT,66D,1,1
2894,IT_ACT,66C,2,2
2895,IT_ACT,43,1,1
2895,IT_ACT,66C,2,2
2895,IT_ACT,66D,3,3
2896,IT_ACT,43,1,1
2896,IT_ACT,66D,2,2
2897,IT_ACT,43,1,1
2897,IT_ACT,66C,2,2
2898,IT_ACT,43,1,1
2898,IT_ACT,66D,2,2
2898,IT_ACT,66C,3,3
2899,IT_ACT,66D,1,1
2899,IT_ACT,43,2,2
2899,IT_ACT,66C,3,3
2900,IT_ACT,43,1,1
2900,IT_ACT,66C,2,2
2900,IT_ACT,66D,3,3
2901,IT_ACT,43,1,1
2901,IT_ACT,66C,2,2
2901,IT_ACT,66D,3,3
2902,IT_ACT,66D,1,1
2902,IT_ACT,43,2,2
2902,IT_ACT,66C,3,3
2903,IT_ACT,66D,1,1
2903,IT_ACT,43,2,2
2903,IT_ACT,66C,3,3
2904,IT_ACT,66D,1,1
2905,IT_ACT,43,1,1
2905,IT_ACT,66C,2,2
2906,IT_ACT,66D,1,1
2906,IT_ACT,43,2,2
2906,IT_ACT,66C,3,3
2907,IT_ACT,66D,1,1
2908,IT_ACT,43,1,1
2909,IT_ACT,66D,1,1
2910,IT_ACT,66C,1,1
2910,IT_ACT,66D,2,2
2910,IT_ACT,43,3,3
2911,IT_ACT,66D,1,1
2911,IT_ACT,66C,2,2
2912,IT_ACT,43,1,1
2913,IT_ACT,66D,1,1
2914,IT_ACT,66C,1,1
2914,IT_ACT,66D,2,2
2914,IT_ACT,43,3,3
2915,IT_ACT,43,1,1
2915,IT_ACT,66D,2,2
2915,IT_ACT,66C,3,3
2916,IT_ACT,43,1,1
2916,IT_ACT,66D,2,2
2916,IT_ACT,66C,3,3
2917,IT_ACT,43,1,1
2917,IT_ACT,66C,2,2
2917,IT_ACT,66D,3,3
2918,IT_ACT,66C,1,1
2918,IT_ACT,43,2,2
2919,IT_ACT,66D,1,1
2919,IT_ACT,43,2,2
2920,IT_ACT,66D,1,1
2921,IT_ACT,43,1,1
2922,IT_ACT,66C,1,1
2922,IT_ACT,43,2,2
2922,IT_ACT,66D,3,3
2923,IT_ACT,66D,1,1
2923,IT_ACT,66C,2,2
2923,IT_ACT,43,3,3
2924,IT_ACT,43,1,1
2924,IT_ACT,66C,2,2
2924,IT_ACT,66D,3,3
2925,IT_ACT,66C,1,1
2925,IT_ACT,66D,2,2
2926,IT_ACT,66D,1,1
2926,IT_ACT,66C,2,2
2926,IT_ACT,43,3,3
2927,IT_ACT,66D,1,1
2928,IT_ACT,66D,1,1
