ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
1324,2452,1,2023-07-15,1,19,191,1488,51,6164,1,0
1325,2456,2,2023-03-03,1,19,196,1494,52,6172,1,0
1326,2457,1,2024-11-14,1,19,196,1504,52,6178,1,0
1327,2457,1,2024-11-17,1,19,196,1542,53,6177,1,0
1328,2458,2,2024-12-25,1,20,201,1619,54,6180,1,0
1329,2466,2,2023-05-12,1,19,191,1488,52,6199,1,0
1330,2466,2,2023-05-11,1,19,191,1562,53,6200,1,0
1331,2467,1,2024-01-22,1,19,191,1512,52,6201,1,0
1332,2470,1,2023-06-16,1,19,193,1564,51,6206,1,0
1333,2474,1,2023-05-10,1,20,200,1592,55,6216,1,0
1334,2476,1,2023-10-18,1,19,195,1552,51,6221,1,0
1335,2479,1,2023-08-30,1,19,198,1503,51,6227,1,0
1336,2481,1,2024-07-19,1,20,206,1600,55,6232,1,0
1337,2485,1,2023-09-12,1,20,209,1637,54,6244,1,0
1338,2485,2,2023-09-09,1,20,209,1578,54,6243,1,0
1339,2486,2,2024-07-04,1,19,197,1525,52,6246,1,0
1340,2488,1,2023-10-06,1,20,205,1589,54,6251,1,0
1341,2489,1,2024-01-01,1,19,195,1518,53,6252,1,0
1342,2490,1,2024-07-19,1,20,204,1625,54,6254,1,0
1343,2492,1,2023-11-18,1,19,191,1538,53,6261,1,0
1344,2493,1,2023-06-21,1,19,196,1519,52,6263,1,0
1345,2495,1,2024-06-24,1,20,203,1635,54,6268,1,0
1346,2495,1,2024-06-14,1,20,203,1600,55,6269,1,0
1347,2499,1,2023-05-04,1,19,191,1533,52,6278,1,0
1348,2499,1,2023-04-13,1,19,191,1551,51,6277,1,0
1349,2500,1,2023-07-26,1,19,197,1539,51,6281,1,0
1350,2507,2,2023-09-06,1,19,195,1560,53,6301,1,0
1351,2507,1,2023-09-17,1,19,195,1520,51,6300,1,0
1352,2510,1,2023-07-15,1,19,194,1510,52,6308,1,0
1353,2511,1,2023-04-14,1,20,208,1608,54,6313,1,0
1354,2511,1,2023-03-31,1,20,208,1620,55,6312,1,0
1355,2513,1,2024-02-01,1,19,198,1503,53,6316,1,0
1356,2513,1,2024-02-06,1,19,198,1518,52,6315,1,0
1357,2517,1,2024-05-02,1,20,202,1580,55,6323,1,0
1358,2521,1,2023-01-31,1,19,197,1500,53,6335,1,0
1359,2521,1,2023-01-29,1,19,197,1565,52,6334,1,0
1360,2524,1,2023-10-01,1,19,191,1502,51,6344,1,0
1361,2524,1,2023-10-05,1,19,191,1537,51,6343,1,0
1362,2528,1,2023-02-16,1,20,201,1583,55,6355,1,0
1363,2529,1,2023-04-12,1,19,193,1551,52,6356,1,0
1364,2529,1,2023-04-24,1,19,193,1512,53,6358,1,0
1365,2531,2,2023-05-19,1,19,198,1495,51,6363,1,0
1366,2531,1,2023-05-01,1,19,198,1552,53,6364,1,0
1367,2532,1,2024-02-10,1,20,202,1587,55,6367,1,0
1368,2533,1,2023-03-31,1,19,195,1497,51,6368,1,0
1369,2534,1,2023-08-27,1,20,211,1619,55,6371,1,0
1370,2536,1,2023-02-03,1,20,202,1641,55,6376,1,0
1371,2538,1,2023-12-30,1,20,201,1586,55,6379,1,0
1372,2538,1,2024-01-11,1,20,201,1591,54,6380,1,0
1373,2539,1,2023-03-31,1,20,204,1635,55,6381,1,0
1374,2539,1,2023-04-23,1,20,204,1602,55,6382,1,0
1375,2540,1,2023-02-11,1,19,198,1564,51,6383,1,0
1376,2541,1,2023-02-24,1,19,193,1521,51,6388,1,0
1377,2541,2,2023-02-09,1,19,193,1497,51,6387,1,0
1378,2543,2,2023-02-28,1,19,195,1550,51,6395,1,0
1379,2543,1,2023-02-23,1,19,195,1523,53,6393,1,0
1380,2546,1,2024-07-17,1,19,191,1501,51,6404,1,0
1381,2547,2,2023-08-17,1,20,206,1642,54,6406,1,0
1382,2555,1,2023-12-16,1,3,23,172,8,6426,1,0
1383,2558,2,2023-07-15,1,21,218,1715,57,6434,1,0
1384,2558,2,2023-07-01,1,21,218,1734,57,6436,1,0
1385,2560,1,2023-06-01,1,3,28,199,8,6442,1,0
1386,2560,1,2023-06-05,1,3,28,184,7,6440,1,0
1387,2562,1,2024-09-05,1,21,217,1659,58,6445,1,0
1388,2563,1,2024-11-11,1,21,220,1724,59,6447,1,0
1389,2569,1,2024-03-15,1,21,216,1679,58,6462,1,0
1390,2573,1,2024-07-15,1,21,215,1657,56,6471,1,0
1391,2574,1,2024-05-07,1,3,25,184,8,6474,1,0
1392,2574,1,2024-05-27,1,3,25,192,8,6475,1,0
1393,2577,1,2023-07-20,1,3,28,228,7,6482,1,0
1394,2578,1,2023-04-11,1,3,28,177,8,6486,1,0
1395,2578,1,2023-04-18,1,3,28,216,7,6487,1,0
1396,2579,2,2023-07-30,1,3,26,194,8,6491,1,0
1397,2579,1,2023-07-23,1,3,26,188,8,6489,1,0
1398,2584,2,2024-03-08,1,21,214,1705,59,6508,1,0
1399,2586,1,2023-03-31,1,3,23,251,7,6514,1,0
1400,2586,2,2023-03-18,1,3,23,239,8,6516,1,0
1401,2587,2,2024-03-18,1,3,21,193,8,6518,1,0
1402,2589,1,2024-01-09,1,21,218,1683,57,6520,1,0
1403,2589,1,2023-12-19,1,21,218,1703,58,6522,1,0
1404,2590,1,2024-02-01,1,21,216,1669,58,6524,1,0
1405,2590,1,2024-02-04,1,21,216,1669,59,6525,1,0
1406,2591,1,2023-05-06,1,3,24,219,7,6527,1,0
1407,2592,1,2024-12-11,1,3,24,193,7,6528,1,0
1408,2594,1,2024-05-17,1,3,30,197,8,6530,1,0
1409,2595,1,2024-02-05,1,21,215,1658,58,6534,1,0
1410,2596,1,2023-08-10,1,3,26,206,7,6535,1,0
1411,2603,1,2023-05-12,1,3,28,178,7,6556,1,0
1412,2607,1,2023-06-27,1,3,25,239,8,6566,1,0
1413,2611,1,2024-09-10,1,3,23,173,7,6578,1,0
1414,2611,1,2024-10-08,1,3,23,247,8,6577,1,0
1415,2613,1,2023-11-03,1,3,26,165,7,6584,1,0
1416,2613,1,2023-11-15,1,3,26,217,7,6583,1,0
1417,2614,1,2024-01-18,1,3,26,234,7,6587,1,0
1418,2615,1,2023-11-29,1,3,25,171,7,6590,1,0
1419,2618,1,2023-06-22,1,21,216,1672,57,6598,1,0
1420,2619,1,2023-09-03,1,3,25,219,7,6600,1,0
1421,2619,1,2023-08-18,1,3,25,254,8,6601,1,0
1422,2620,1,2023-02-03,1,3,30,180,8,6602,1,0
1423,2621,1,2024-10-07,1,21,216,1700,57,6605,1,0
1424,2621,1,2024-09-28,1,21,216,1684,56,6603,1,0
1425,2622,1,2024-03-16,1,21,220,1679,58,6606,1,0
1426,2622,1,2024-02-27,1,21,220,1661,58,6607,1,0
1427,2624,1,2023-09-01,1,21,219,1707,57,6612,1,0
1428,2626,1,2023-05-06,1,21,215,1710,59,6619,1,0
1429,2626,1,2023-05-03,1,21,215,1669,58,6616,1,0
1430,2629,1,2023-04-24,1,3,25,240,7,6624,1,0
1431,2629,1,2023-05-17,1,3,25,205,7,6623,1,0
1432,2635,1,2023-08-04,1,3,23,206,7,6638,1,0
1433,2635,1,2023-07-30,1,3,23,213,7,6639,1,0
1434,2638,1,2023-05-13,1,21,219,1725,58,6648,1,0
1435,2638,1,2023-04-26,1,21,219,1710,57,6646,1,0
1436,2639,1,2023-02-19,1,21,217,1727,58,6651,1,0
1437,2639,1,2023-02-18,1,21,217,1671,58,6653,1,0
1438,2646,2,2023-01-09,1,3,22,254,8,6668,1,0
1439,2646,1,2023-01-10,1,3,22,249,8,6667,1,0
1440,2647,1,2023-05-17,1,21,218,1651,59,6669,1,0
1441,2652,1,2024-12-03,1,21,219,1711,58,6683,1,0
1442,2653,1,2024-03-08,1,3,21,233,8,6686,1,0
1443,2653,1,2024-03-12,1,3,21,249,7,6685,1,0
1444,2654,1,2023-05-30,1,21,219,1665,57,6689,1,0
1445,2654,1,2023-06-22,1,21,219,1689,57,6687,1,0
1446,2655,1,2024-07-21,1,21,219,1688,56,6690,1,0
1447,2656,2,2023-08-23,1,3,23,172,8,6691,1,0
1448,2656,1,2023-08-15,1,3,23,253,8,6694,1,0
1449,2657,1,2025-01-01,1,3,26,224,8,6696,1,0
1450,2659,1,2024-01-05,1,3,30,199,8,6700,1,0
1451,2659,1,2023-12-20,1,3,30,197,7,6701,1,0
1452,2661,1,2024-09-15,1,3,28,199,8,6705,1,0
1453,2662,1,2023-05-05,1,21,218,1680,56,6707,1,0
1454,2662,1,2023-04-16,1,21,218,1705,59,6708,1,0
1455,2665,2,2023-10-19,1,21,217,1669,58,6718,1,0
1456,2667,1,2023-09-09,1,3,29,169,8,6723,1,0
1457,2668,1,2023-12-12,1,3,28,200,7,6726,1,0
1458,2670,1,2023-01-14,1,21,218,1683,58,6729,1,0
1459,2673,1,2024-02-21,1,3,23,176,8,6735,1,0
1460,2677,1,2023-07-05,1,21,213,1655,59,6742,1,0
1461,2677,1,2023-07-05,1,21,213,1713,58,6741,1,0
1462,2681,1,2023-09-23,1,3,23,236,8,6751,1,0
1463,2681,1,2023-09-09,1,3,23,243,7,6752,1,0
1464,2682,1,2023-02-28,1,3,30,198,8,6753,1,0
1465,2683,1,2024-12-01,1,3,23,246,7,6756,1,0
1466,2684,2,2024-12-29,1,3,26,185,7,6757,1,0
1467,2690,2,2023-07-31,1,21,219,1657,58,6774,1,0
1468,2690,1,2023-07-29,1,21,219,1649,56,6771,1,0
1469,2696,2,2024-11-17,1,21,214,1662,58,6787,1,0
1470,2696,1,2024-11-17,1,21,214,1716,59,6788,1,0
1471,2713,1,2024-11-20,1,16,159,1246,42,6825,1,0
1472,2713,2,2024-12-12,1,16,159,1283,42,6824,1,0
1473,2714,1,2023-07-22,1,16,156,1320,43,6826,1,0
1474,2714,1,2023-08-11,1,16,156,1288,44,6827,1,0
1475,2716,1,2023-06-09,1,16,161,1285,42,6832,1,0
1476,2716,1,2023-07-05,1,16,161,1241,42,6831,1,0
1477,2717,2,2024-08-10,1,17,171,1340,46,6835,1,0
1478,2717,1,2024-07-25,1,17,171,1384,45,6834,1,0
1479,2727,1,2023-07-09,1,17,171,1354,48,6860,1,0
1480,2727,1,2023-06-17,1,17,171,1323,46,6861,1,0
1481,2729,2,2023-07-29,1,17,175,1395,46,6864,1,0
1482,2729,1,2023-07-27,1,17,175,1380,47,6866,1,0
1483,2730,1,2024-11-27,1,17,172,1382,46,6868,1,0
1484,2731,1,2024-08-22,1,17,167,1359,45,6871,1,0
1485,2731,2,2024-08-16,1,17,167,1376,47,6872,1,0
1486,2734,1,2023-06-22,1,17,176,1377,45,6876,1,0
1487,2736,1,2024-11-21,1,17,171,1371,47,6879,1,0
1488,2736,1,2024-11-11,1,17,171,1396,47,6880,1,0
1489,2737,1,2024-03-07,1,17,166,1368,47,6882,1,0
1490,2738,2,2024-05-28,1,17,175,1361,45,6883,1,0
1491,2738,1,2024-05-27,1,17,175,1396,47,6884,1,0
1492,2740,1,2023-09-22,1,17,166,1374,45,6889,1,0
1493,2741,1,2023-07-09,1,16,162,1252,44,6893,1,0
1494,2741,1,2023-07-01,1,16,162,1265,43,6894,1,0
1495,2745,1,2023-08-06,1,16,161,1256,42,6906,1,0
1496,2747,2,2023-04-09,1,17,166,1407,45,6911,1,0
1497,2749,1,2024-09-02,1,17,171,1338,48,6914,1,0
1498,2749,2,2024-08-11,1,17,171,1356,47,6913,1,0
1499,2751,1,2023-06-05,1,16,163,1313,44,6918,1,0
1500,2755,2,2023-10-07,1,17,166,1382,48,6927,1,0
1501,2755,1,2023-10-05,1,17,166,1325,46,6926,1,0
1502,2756,2,2025-01-21,1,16,161,1287,44,6928,1,0
1503,2760,1,2023-10-20,1,16,160,1296,42,6937,1,0
1504,2760,1,2023-10-25,1,16,160,1302,44,6939,1,0
1505,2761,1,2023-07-30,1,17,176,1359,45,6941,1,0
1506,2762,2,2023-12-13,1,17,170,1335,48,6942,1,0
1507,2762,2,2023-11-28,1,17,170,1368,46,6943,1,0
1508,2763,1,2024-06-29,1,16,157,1265,44,6945,1,0
1509,2763,1,2024-06-30,1,16,157,1249,42,6946,1,0
1510,2766,1,2023-07-07,1,17,167,1376,47,6956,1,0
1511,2766,1,2023-06-21,1,17,167,1409,47,6954,1,0
1512,2772,2,2024-11-12,1,16,158,1267,44,6967,1,0
1513,2772,1,2024-11-14,1,16,158,1268,42,6968,1,0
1514,2773,2,2023-06-08,1,16,160,1252,42,6969,1,0
1515,2775,1,2024-11-25,1,16,161,1263,44,6974,1,0
1516,2777,1,2023-01-21,1,17,167,1393,47,6979,1,0
1517,2783,1,2024-01-24,1,16,160,1278,44,6993,1,0
1518,2783,1,2024-01-14,1,16,160,1255,43,6994,1,0
1519,2790,1,2023-09-20,1,17,169,1335,48,7012,1,0
1520,2792,1,2023-05-03,1,16,161,1319,42,7016,1,0
1521,2795,1,2024-03-06,1,16,155,1254,44,7025,1,0
1522,2796,1,2024-04-28,1,17,168,1337,46,7027,1,0
1523,2798,1,2024-10-02,1,16,155,1290,43,7031,1,0
1524,2798,2,2024-10-04,1,16,155,1276,44,7032,1,0
1525,2804,1,2024-09-26,1,17,167,1335,47,7049,1,0
1526,2805,1,2023-09-17,1,16,156,1290,44,7051,1,0
1527,2807,1,2023-01-20,1,16,162,1274,43,7057,1,0
1528,2808,1,2023-05-22,1,16,160,1286,44,7059,1,0
1529,2809,2,2024-11-24,1,17,176,1352,45,7063,1,0
1530,2810,1,2024-08-03,1,17,167,1331,48,7067,1,0
1531,2810,1,2024-07-30,1,17,167,1404,48,7065,1,0
1532,2818,1,2024-04-10,1,17,169,1370,48,7088,1,0
1533,2821,1,2023-03-01,1,16,162,1290,42,7098,1,0
1534,2822,1,2023-06-21,1,17,175,1350,48,7099,1,0
1535,2823,2,2024-07-05,1,17,171,1378,47,7100,1,0
1536,2823,1,2024-07-29,1,17,171,1368,45,7101,1,0
1537,2824,2,2023-02-21,1,16,158,1242,44,7106,1,0
1538,2824,2,2023-03-22,1,16,158,1285,42,7103,1,0
1539,2825,1,2024-10-20,1,16,162,1242,44,7109,1,0
1540,2825,1,2024-10-08,1,16,162,1321,44,7108,1,0
1541,2826,1,2024-06-18,1,17,169,1355,45,7110,1,0
1542,2827,1,2023-03-28,1,16,156,1315,42,7113,1,0
1543,2829,1,2023-05-19,1,17,175,1377,48,7119,1,0
1544,2830,1,2024-10-14,1,16,158,1260,44,7121,1,0
1545,2831,1,2024-05-10,1,17,169,1341,45,7123,1,0
1546,2831,1,2024-05-31,1,17,169,1349,45,7124,1,0
1547,2832,1,2023-11-29,1,17,171,1404,45,7125,1,0
1548,2838,1,2024-08-24,1,16,161,1264,44,7136,1,0
1549,2840,1,2024-10-24,1,17,168,1356,46,7145,1,0
1550,2840,1,2024-10-24,1,17,168,1347,45,7144,1,0
1551,2844,1,2023-03-29,1,17,176,1362,46,7152,1,0
1552,2846,1,2024-02-01,1,16,160,1302,43,7156,1,0
1553,2846,2,2024-02-12,1,16,160,1301,44,7157,1,0
1554,2847,1,2023-02-22,1,16,161,1258,43,7161,1,0
1555,2847,1,2023-02-07,1,16,161,1306,42,7158,1,0
1556,2851,1,2024-06-28,1,1,6,17,2,7170,1,0
1557,2851,1,2024-06-24,1,1,6,59,1,7169,1,0
1558,2852,1,2025-01-02,1,1,7,28,2,7172,1,0
1559,2853,1,2024-05-05,1,23,237,1834,66,7176,1,0
1560,2853,1,2024-05-05,1,23,237,1872,65,7175,1,0
1561,2854,1,2023-05-25,1,23,240,1891,65,7178,1,0
1562,2856,1,2023-09-02,1,1,6,46,1,7183,1,0
1563,2856,2,2023-09-19,1,1,6,25,1,7182,1,0
1564,2858,1,2023-05-17,1,23,236,1826,66,7186,1,0
1565,2859,1,2024-04-18,1,1,8,20,3,7189,1,0
1566,2864,1,2023-02-11,1,1,10,60,3,7203,1,0
1567,2866,1,2023-04-29,1,1,4,45,3,7205,1,0
1568,2868,1,2023-04-23,1,1,6,7,1,7208,1,0
1569,2872,2,2024-09-12,1,1,10,9,2,7220,1,0
1570,2872,1,2024-09-08,1,1,10,44,2,7217,1,0
1571,2873,1,2024-08-21,1,1,4,25,3,7224,1,0
1572,2879,1,2024-09-23,1,1,9,55,1,7237,1,0
1573,2879,1,2024-09-08,1,1,9,9,3,7238,1,0
1574,2881,2,2024-02-28,1,1,8,76,3,7243,1,0
1575,2883,1,2024-10-26,1,23,236,1814,63,7246,1,0
1576,2884,1,2023-08-02,1,23,245,1862,64,7248,1,0
1577,2884,1,2023-08-05,1,23,245,1875,65,7249,1,0
1578,2885,1,2023-02-01,1,23,245,1824,64,7250,1,0
1579,2885,1,2023-02-28,1,23,245,1868,65,7252,1,0
1580,2886,1,2023-03-23,1,23,246,1815,66,7254,1,0
1581,2887,2,2024-12-14,1,23,245,1830,64,7257,1,0
1582,2887,1,2024-12-28,1,23,245,1882,65,7256,1,0
1583,2888,1,2023-05-18,1,23,246,1852,66,7260,1,0
1584,2888,1,2023-04-22,1,23,246,1826,65,7258,1,0
1585,2890,1,2024-12-30,1,1,5,34,1,7263,1,0
1586,2890,1,2024-12-24,1,1,5,25,3,7265,1,0
1587,2892,2,2024-03-08,1,1,5,25,2,7268,1,0
1588,2894,1,2024-04-17,1,23,242,1876,64,7273,1,0
1589,2894,1,2024-04-30,1,23,242,1841,64,7274,1,0
1590,2895,1,2024-09-26,1,1,8,61,3,7276,1,0
1591,2895,1,2024-09-21,1,1,8,19,3,7277,1,0
1592,2898,1,2024-11-30,1,23,238,1878,66,7285,1,0
1593,2898,1,2024-12-26,1,23,238,1875,65,7286,1,0
1594,2901,1,2024-05-21,1,23,246,1838,65,7295,1,0
1595,2902,1,2024-09-10,1,23,241,1829,63,7300,1,0
1596,2902,2,2024-08-28,1,23,241,1815,66,7299,1,0
1597,2903,1,2023-07-20,1,23,243,1854,64,7301,1,0
1598,2903,1,2023-07-25,1,23,243,1835,63,7302,1,0
1599,2906,1,2024-02-05,1,1,6,7,2,7308,1,0
1600,2911,2,2023-10-24,1,23,239,1842,65,7321,1,0
1601,2916,1,2023-07-09,1,1,6,74,3,7331,1,0
1602,2917,1,2024-12-14,1,1,6,30,3,7334,1,0
1603,2918,1,2023-06-11,1,1,9,11,1,7339,1,0
1604,2920,1,2024-04-04,1,1,3,18,1,7341,1,0
1605,2920,1,2024-03-11,1,1,3,51,2,7342,1,0
1606,2924,1,2023-11-04,1,1,9,58,1,7348,1,0
1607,2924,1,2023-11-03,1,1,9,34,1,7350,1,0
1608,2925,1,2023-09-04,1,23,239,1882,64,7351,1,0
1609,2926,2,2023-05-16,1,23,238,1861,66,7353,1,0
1610,2926,1,2023-04-30,1,23,238,1822,66,7355,1,0
1611,2927,1,2023-04-01,1,1,10,23,1,7357,1,0
1612,2930,1,2024-04-16,1,1,6,42,1,7369,1,0
1613,2930,1,2024-03-27,1,1,6,53,1,7370,1,0
1614,2931,2,2023-12-02,1,1,3,77,2,7371,1,0
1615,2934,1,2023-11-18,1,23,241,1820,63,7379,1,0
1616,2934,1,2023-11-30,1,23,241,1853,64,7380,1,0
1617,2935,2,2023-08-25,1,1,7,2,1,7384,1,0
1618,2935,1,2023-08-08,1,1,7,38,1,7383,1,0
1619,2936,1,2023-10-29,1,23,244,1840,65,7385,1,0
1620,2940,1,2024-01-09,1,23,245,1845,63,7397,1,0
1621,2941,1,2023-04-26,1,23,246,1814,65,7398,1,0
1622,2941,1,2023-04-21,1,23,246,1815,66,7399,1,0
1623,2943,1,2023-05-23,1,1,9,6,3,7406,1,0
1624,2943,1,2023-06-07,1,1,9,64,2,7404,1,0
1625,2947,1,2023-12-16,1,23,240,1888,66,7415,1,0
1626,2951,1,2023-03-16,1,23,237,1859,64,7424,1,0
1627,2953,1,2023-04-16,1,1,4,3,3,7432,1,0
1628,2954,1,2023-04-05,1,1,6,27,1,7433,1,0
1629,2955,1,2024-01-05,1,1,7,53,3,7435,1,0
1630,2955,1,2024-01-19,1,1,7,34,2,7434,1,0
1631,2958,1,2024-07-08,1,23,236,1881,63,7444,1,0
1632,2958,1,2024-07-17,1,23,236,1826,66,7443,1,0
1633,2959,1,2024-06-17,1,1,6,28,1,7446,1,0
1634,2959,1,2024-05-18,1,1,6,42,3,7445,1,0
1635,2961,1,2023-05-03,1,1,4,29,2,7450,1,0
1636,2967,1,2023-10-01,1,23,243,1834,66,7465,1,0
1637,2967,1,2023-09-25,1,23,243,1832,63,7466,1,0
1638,2970,1,2023-04-02,1,23,245,1877,66,7471,1,0
1639,2972,2,2023-06-09,1,23,240,1895,65,7475,1,0
1640,2975,2,2024-04-24,1,23,236,1868,65,7480,1,0
1641,2977,1,2023-07-28,1,1,9,47,3,7488,1,0
1642,2977,2,2023-07-26,1,1,9,40,1,7486,1,0
1643,2979,1,2023-04-24,1,1,8,7,1,7490,1,0
1644,2979,1,2023-04-18,1,1,8,40,2,7491,1,0
1645,2980,1,2024-01-31,1,23,246,1851,64,7492,1,0
1646,2983,1,2024-10-16,1,1,8,71,2,7501,1,0
1647,2989,1,2023-03-05,1,23,237,1893,65,7515,1,0
1648,2990,1,2023-11-06,1,23,239,1869,64,7520,1,0
1649,2990,1,2023-10-17,1,23,239,1824,64,7519,1,0
1650,2991,1,2024-03-13,1,1,3,9,1,7523,1,0
1651,2994,1,2023-09-03,1,23,238,1890,65,7529,1,0
1652,2994,1,2023-08-28,1,23,238,1829,64,7530,1,0
1653,2999,2,2024-01-26,1,23,240,1882,66,7541,1,0
1654,2999,1,2024-02-12,1,23,240,1882,63,7540,1,0
1655,3000,1,2024-04-19,1,23,240,1867,63,7542,1,0
1656,3000,1,2024-04-13,1,23,240,1816,65,7544,1,0
1657,3001,2,2023-09-14,1,1,10,35,2,7546,1,0
1658,3003,1,2024-11-07,1,20,202,1630,54,7549,1,0
1659,3003,1,2024-11-21,1,20,202,1637,54,7551,1,0
1660,3010,2,2024-03-10,1,21,219,1694,56,7567,1,0
1661,3013,1,2024-10-16,1,8,81,664,19,7574,1,0
1662,3013,1,2024-10-26,1,8,81,658,19,7573,1,0
1663,3014,1,2024-05-08,1,16,163,1259,43,7575,1,0
1664,3015,1,2025-01-03,1,7,65,576,16,7577,1,0
1665,3015,1,2025-01-24,1,7,65,584,16,7576,1,0
1666,3016,1,2023-06-28,1,20,200,1622,54,7579,1,0
1667,3018,1,2023-10-26,1,3,28,210,7,7584,1,0
1668,3019,1,2023-09-20,1,12,122,959,30,7585,1,0
1669,3019,2,2023-10-12,1,12,122,983,32,7586,1,0
1670,3020,1,2023-11-23,1,13,128,1047,34,7587,1,0
1671,3022,1,2023-04-03,1,29,309,2334,84,7593,1,0
1672,3023,1,2024-02-03,1,7,67,552,17,7595,1,0
1673,3027,1,2024-11-03,1,24,250,1920,68,7601,1,0
1674,3028,1,2023-09-20,1,21,213,1659,56,7604,1,0
1675,3029,1,2024-02-07,1,24,252,1962,67,7606,1,0
1676,3030,1,2024-02-25,1,27,286,2197,78,7607,1,0
1677,3031,1,2023-04-28,1,18,189,1461,50,7608,1,0
1678,3036,1,2023-03-04,1,18,184,1430,50,7620,1,0
1679,3039,1,2023-02-16,1,1,5,62,3,7626,1,0
1680,3041,1,2023-09-23,1,21,214,1681,57,7630,1,0
1681,3041,1,2023-10-16,1,21,214,1663,57,7629,1,0
1682,3048,1,2023-07-18,1,5,46,384,13,7643,1,0
1683,3049,2,2024-01-12,1,26,275,2058,74,7644,1,0
1684,3052,2,2023-05-16,1,11,113,844,27,7647,1,0
1685,3053,1,2023-08-13,1,29,304,2316,85,7648,1,0
1686,3053,2,2023-08-23,1,29,304,2322,85,7649,1,0
1687,3056,1,2023-04-23,1,29,306,2320,84,7654,1,0
1688,3057,1,2024-07-26,1,14,140,1085,36,7655,1,0
1689,3059,1,2023-04-05,1,29,307,2330,85,7659,1,0
1690,3061,1,2023-08-15,1,29,307,2316,84,7663,1,0
1691,3063,2,2023-03-22,1,17,169,1336,48,7668,1,0
1692,3070,1,2024-03-23,1,23,245,1850,65,7679,1,0
1693,3070,1,2024-03-18,1,23,245,1859,65,7680,1,0
1694,3072,1,2023-06-14,1,14,140,1155,36,7682,1,0
1695,3073,1,2024-04-17,1,28,300,2267,82,7685,1,0
1696,3078,1,2024-05-09,1,8,78,660,18,7695,1,0
1697,3078,1,2024-05-10,1,8,78,620,19,7696,1,0
1698,3082,2,2024-09-19,1,19,192,1492,52,7701,1,0
1699,3083,1,2023-04-27,1,13,130,1049,35,7703,1,0
1700,3085,1,2024-02-06,1,12,120,915,30,7707,1,0
1701,3085,1,2024-02-07,1,12,120,958,30,7706,1,0
1702,3087,1,2023-08-02,1,1,6,62,2,7709,1,0
1703,3091,1,2024-06-01,1,10,103,789,25,7719,1,0
1704,3095,1,2023-01-28,1,15,147,1224,38,7725,1,0
1705,3096,1,2024-09-18,1,16,155,1277,42,7728,1,0
1706,3097,1,2023-06-24,1,18,186,1427,50,7729,1,0
1707,3097,2,2023-07-24,1,18,186,1478,49,7730,1,0
1708,3099,1,2024-12-31,1,12,124,918,32,7734,1,0
1709,3101,1,2024-07-06,1,11,110,882,26,7737,1,0
1710,3104,1,2025-01-19,1,7,66,549,17,7740,1,0
1711,3109,1,2023-09-04,1,27,285,2126,78,7754,1,0
1712,3111,1,2024-04-20,1,15,147,1166,39,7758,1,0
1713,3112,1,2023-06-12,1,22,224,1805,62,7759,1,0
1714,3117,1,2024-09-19,1,3,27,232,8,7770,1,0
1715,3118,1,2024-02-12,1,15,150,1197,41,7771,1,0
1716,3121,1,2023-11-05,1,16,156,1286,43,7775,1,0
1717,3124,1,2023-03-25,1,7,64,535,17,7778,1,0
1718,3129,1,2024-08-10,1,14,136,1101,37,7788,1,0
1719,3129,1,2024-08-09,1,14,136,1131,36,7789,1,0
1720,3130,1,2024-09-12,1,21,219,1688,56,7790,1,0
1721,3131,1,2023-02-26,1,7,64,541,16,7791,1,0
1722,3133,1,2024-08-03,1,12,121,968,31,7796,1,0
1723,3133,1,2024-08-21,1,12,121,954,32,7797,1,0
1724,3137,1,2023-08-18,1,28,297,2267,83,7803,1,0
1725,3137,1,2023-08-19,1,28,297,2218,81,7804,1,0
1726,3138,1,2024-02-24,1,19,198,1539,52,7806,1,0
1727,3138,1,2024-02-10,1,19,198,1509,53,7805,1,0
1728,3140,1,2023-02-12,1,15,152,1158,41,7808,1,0
1729,3140,1,2023-02-20,1,15,152,1185,41,7810,1,0
1730,3143,1,2023-12-02,1,10,100,792,23,7814,1,0
1731,3145,1,2024-05-26,1,24,250,1924,69,7820,1,0
1732,3149,1,2024-07-22,1,4,37,273,9,7831,1,0
1733,3152,1,2023-03-16,1,1,7,33,3,7836,1,0
1734,3153,1,2024-01-29,1,11,106,885,26,7838,1,0
1735,3153,1,2024-01-20,1,11,106,854,28,7837,1,0
1736,3157,1,2023-12-22,1,25,262,2008,71,7850,1,0
1737,3157,1,2023-11-26,1,25,262,2018,73,7849,1,0
1738,3158,1,2024-12-13,1,12,125,960,32,7852,1,0
1739,3159,1,2024-01-31,1,13,131,1065,35,7853,1,0
1740,3159,2,2024-01-31,1,13,131,1003,34,7854,1,0
1741,3161,1,2024-08-05,1,16,159,1290,42,7858,1,0
1742,3163,1,2024-06-05,1,29,304,2334,84,7861,1,0
1743,3163,2,2024-06-01,1,29,304,2333,85,7862,1,0
1744,3166,2,2024-11-24,1,24,253,1964,68,7868,1,0
1745,3169,1,2024-01-24,1,17,166,1409,45,7874,1,0
1746,3170,1,2024-10-14,1,4,38,298,9,7876,1,0
1747,3170,1,2024-10-26,1,4,38,324,9,7877,1,0
